sample,category,count
L_LTX115_SU_T1-R2,3,0
L_LTX115_SU_T1-R2,4,1
L_LTX115_SU_T1-R2,5,4
L_LTX115_SU_T1-R2,6,0
L_LTX115_SU_T1-R2,7,0
L_LTX115_SU_T1-R2,8,0
L_LTX115_SU_T2-R1,1,2
L_LTX115_SU_T2-R1,2,23
L_LTX115_SU_T2-R1,3,12
L_LTX115_SU_T2-R1,4,2
L_LTX115_SU_T2-R1,5,1
L_LTX115_SU_T2-R1,6,0
L_LTX115_SU_T2-R1,7,3
L_LTX115_SU_T2-R1,8,2
L_LTX115_SU_T2-R2,1,0
L_LTX115_SU_T2-R2,2,34
L_LTX115_SU_T2-R2,3,7
L_LTX115_SU_T2-R2,4,3
L_LTX115_SU_T2-R2,5,3
L_LTX115_SU_T2-R2,6,0
L_LTX115_SU_T2-R2,7,0
L_LTX115_SU_T2-R2,8,0
L_LTX115_SU_T2-R3,1,0
L_LTX115_SU_T2-R3,2,38
L_LTX115_SU_T2-R3,3,7
L_LTX115_SU_T2-R3,4,4
L_LTX115_SU_T2-R3,5,3
L_LTX115_SU_T2-R3,6,0
L_LTX115_SU_T2-R3,7,0
L_LTX115_SU_T2-R3,8,0
L_LTX119_SU_T1-R1,1,3
L_LTX119_SU_T1-R1,2,6
L_LTX119_SU_T1-R1,3,1
L_LTX119_SU_T1-R1,4,0
L_LTX119_SU_T1-R1,5,1
L_LTX119_SU_T1-R1,6,1
L_LTX119_SU_T1-R1,7,0
L_LTX119_SU_T1-R1,8,4
L_LTX119_SU_T1-R2,1,1
L_LTX119_SU_T1-R2,2,1
L_LTX119_SU_T1-R2,3,2
L_LTX119_SU_T1-R2,4,1
L_LTX119_SU_T1-R2,5,0
L_LTX119_SU_T1-R2,6,0
L_LTX119_SU_T1-R2,7,0
L_LTX119_SU_T1-R2,8,5
L_LTX172_SU_T1-R1,1,0
L_LTX172_SU_T1-R1,2,4
L_LTX172_SU_T1-R1,3,19
L_LTX172_SU_T1-R1,4,6
L_LTX172_SU_T1-R1,5,4
L_LTX172_SU_T1-R1,6,0
L_LTX172_SU_T1-R1,7,0
L_LTX172_SU_T1-R1,8,0
L_LTX172_SU_T1-R2,1,0
L_LTX172_SU_T1-R2,2,4
L_LTX172_SU_T1-R2,3,18
L_LTX172_SU_T1-R2,4,4
L_LTX172_SU_T1-R2,5,2
L_LTX172_SU_T1-R2,6,2
L_LTX172_SU_T1-R2,7,0
L_LTX172_SU_T1-R2,8,0
L_LTX172_SU_T1-R3,1,0
L_LTX172_SU_T1-R3,2,1
L_LTX172_SU_T1-R3,3,15
L_LTX172_SU_T1-R3,4,2
L_LTX172_SU_T1-R3,5,1
L_LTX172_SU_T1-R3,6,1
L_LTX172_SU_T1-R3,7,3
L_LTX172_SU_T1-R3,8,0
L_LTX183_SU_LN1,1,1
L_LTX183_SU_LN1,2,9
L_LTX183_SU_LN1,3,4
L_LTX183_SU_LN1,4,0
L_LTX183_SU_LN1,5,0
L_LTX183_SU_LN1,6,2
L_LTX183_SU_LN1,7,2
L_LTX183_SU_LN1,8,0
L_LTX183_SU_T1-R1,1,0
L_LTX183_SU_T1-R1,2,5
L_LTX183_SU_T1-R1,3,39
L_LTX183_SU_T1-R1,4,1
L_LTX183_SU_T1-R1,5,6
L_LTX183_SU_T1-R1,6,3
L_LTX183_SU_T1-R1,7,2
L_LTX183_SU_T1-R1,8,3
L_LTX183_SU_T1-R2,1,0
L_LTX183_SU_T1-R2,2,3
L_LTX183_SU_T1-R2,3,39
L_LTX183_SU_T1-R2,4,12
L_LTX183_SU_T1-R2,5,9
L_LTX183_SU_T1-R2,6,2
L_LTX183_SU_T1-R2,7,0
L_LTX183_SU_T1-R2,8,3
L_LTX183_SU_T1-R3,1,0
L_LTX183_SU_T1-R3,2,4
L_LTX183_SU_T1-R3,3,36
L_LTX183_SU_T1-R3,4,7
L_LTX183_SU_T1-R3,5,2
L_LTX183_SU_T1-R3,6,1
L_LTX183_SU_T1-R3,7,4
L_LTX183_SU_T1-R3,8,3
M_LTX013_SU_T1-R1,1,3
M_LTX013_SU_T1-R1,2,6
M_LTX013_SU_T1-R1,3,15
M_LTX013_SU_T1-R1,4,4
M_LTX013_SU_T1-R1,5,2
M_LTX013_SU_T1-R1,6,0
M_LTX013_SU_T1-R1,7,1
M_LTX013_SU_T1-R1,8,3
M_LTX013_SU_T1-R2,1,3
M_LTX013_SU_T1-R2,2,0
M_LTX013_SU_T1-R2,3,1
M_LTX013_SU_T1-R2,4,0
M_LTX013_SU_T1-R2,5,0
M_LTX013_SU_T1-R2,6,0
M_LTX013_SU_T1-R2,7,0
M_LTX013_SU_T1-R2,8,4
M_LTX013_SU_T1-R3,1,4
M_LTX013_SU_T1-R3,2,2
M_LTX013_SU_T1-R3,3,4
M_LTX013_SU_T1-R3,4,6
M_LTX013_SU_T1-R3,5,1
M_LTX013_SU_T1-R3,6,0
M_LTX013_SU_T1-R3,7,0
M_LTX013_SU_T1-R3,8,4
M_LTX013_SU_T1-R4,1,2
M_LTX013_SU_T1-R4,2,4
M_LTX013_SU_T1-R4,3,4
M_LTX013_SU_T1-R4,4,0
M_LTX013_SU_T1-R4,5,1
M_LTX013_SU_T1-R4,6,3
M_LTX013_SU_T1-R4,7,0
M_LTX013_SU_T1-R4,8,0
M_LTX015_SU_T1-R1,1,0
M_LTX015_SU_T1-R1,2,2
M_LTX015_SU_T1-R1,3,33
M_LTX015_SU_T1-R1,4,9
M_LTX015_SU_T1-R1,5,1
M_LTX015_SU_T1-R1,6,2
M_LTX015_SU_T1-R1,7,0
M_LTX015_SU_T1-R1,8,1
M_LTX015_SU_T1-R2,1,0
M_LTX015_SU_T1-R2,2,9
M_LTX015_SU_T1-R2,3,41
M_LTX015_SU_T1-R2,4,9
M_LTX015_SU_T1-R2,5,1
M_LTX015_SU_T1-R2,6,3
M_LTX015_SU_T1-R2,7,1
M_LTX015_SU_T1-R2,8,0
M_LTX015_SU_T1-R3,1,0
M_LTX015_SU_T1-R3,2,1
M_LTX015_SU_T1-R3,3,27
M_LTX015_SU_T1-R3,4,9
M_LTX015_SU_T1-R3,5,6
M_LTX015_SU_T1-R3,6,2
M_LTX015_SU_T1-R3,7,0
M_LTX015_SU_T1-R3,8,1
M_LTX015_SU_T1-R4,1,0
M_LTX015_SU_T1-R4,2,10
M_LTX015_SU_T1-R4,3,32
M_LTX015_SU_T1-R4,4,11
M_LTX015_SU_T1-R4,5,0
M_LTX015_SU_T1-R4,6,3
M_LTX015_SU_T1-R4,7,0
M_LTX015_SU_T1-R4,8,1
M_LTX016_SU_T1-R1,1,3
M_LTX016_SU_T1-R1,2,3
M_LTX016_SU_T1-R1,3,5
M_LTX016_SU_T1-R1,4,0
M_LTX016_SU_T1-R1,5,0
M_LTX016_SU_T1-R1,6,0
M_LTX016_SU_T1-R1,7,0
M_LTX016_SU_T1-R1,8,4
M_LTX016_SU_T1-R2,1,4
M_LTX016_SU_T1-R2,2,8
M_LTX016_SU_T1-R2,3,3
M_LTX016_SU_T1-R2,4,1
M_LTX016_SU_T1-R2,5,0
M_LTX016_SU_T1-R2,6,1
M_LTX016_SU_T1-R2,7,0
M_LTX016_SU_T1-R2,8,3
M_LTX016_SU_T1-R3,1,0
M_LTX016_SU_T1-R3,2,0
M_LTX016_SU_T1-R3,3,4
M_LTX016_SU_T1-R3,4,0
M_LTX016_SU_T1-R3,5,0
M_LTX016_SU_T1-R3,6,0
M_LTX016_SU_T1-R3,7,0
M_LTX016_SU_T1-R3,8,0
M_LTX016_SU_T1-R4,1,1
M_LTX016_SU_T1-R4,2,2
M_LTX016_SU_T1-R4,3,3
M_LTX016_SU_T1-R4,4,1
M_LTX016_SU_T1-R4,5,0
M_LTX016_SU_T1-R4,6,0
M_LTX016_SU_T1-R4,7,2
M_LTX016_SU_T1-R4,8,2
M_LTX016_SU_T1-R5,1,3
M_LTX016_SU_T1-R5,2,3
M_LTX016_SU_T1-R5,3,4
M_LTX016_SU_T1-R5,4,2
M_LTX016_SU_T1-R5,5,0
M_LTX016_SU_T1-R5,6,0
M_LTX016_SU_T1-R5,7,0
M_LTX016_SU_T1-R5,8,4
M_LTX025_SU_T1-R1,1,2
M_LTX025_SU_T1-R1,2,1
M_LTX025_SU_T1-R1,3,17
M_LTX025_SU_T1-R1,4,4
M_LTX025_SU_T1-R1,5,0
M_LTX025_SU_T1-R1,6,0
M_LTX025_SU_T1-R1,7,0
M_LTX025_SU_T1-R1,8,5
M_LTX025_SU_T1-R2,1,3
M_LTX025_SU_T1-R2,2,5
M_LTX025_SU_T1-R2,3,25
M_LTX025_SU_T1-R2,4,14
M_LTX025_SU_T1-R2,5,8
M_LTX025_SU_T1-R2,6,0
M_LTX025_SU_T1-R2,7,1
M_LTX025_SU_T1-R2,8,4
M_LTX025_SU_T1-R3,1,8
M_LTX025_SU_T1-R3,2,12
M_LTX025_SU_T1-R3,3,34
M_LTX025_SU_T1-R3,4,4
M_LTX025_SU_T1-R3,5,6
M_LTX025_SU_T1-R3,6,1
M_LTX025_SU_T1-R3,7,0
M_LTX025_SU_T1-R3,8,6
M_LTX025_SU_T1-R4,1,3
M_LTX025_SU_T1-R4,2,2
M_LTX025_SU_T1-R4,3,40
M_LTX025_SU_T1-R4,4,4
M_LTX025_SU_T1-R4,5,4
M_LTX025_SU_T1-R4,6,0
M_LTX025_SU_T1-R4,7,2
M_LTX025_SU_T1-R4,8,0
M_LTX028_SU_T1-R1,1,0
M_LTX028_SU_T1-R1,2,6
M_LTX028_SU_T1-R1,3,37
M_LTX028_SU_T1-R1,4,23
M_LTX028_SU_T1-R1,5,4
M_LTX028_SU_T1-R1,6,2
M_LTX028_SU_T1-R1,7,0
M_LTX028_SU_T1-R1,8,0
M_LTX028_SU_T1-R2,1,0
M_LTX028_SU_T1-R2,2,8
M_LTX028_SU_T1-R2,3,34
M_LTX028_SU_T1-R2,4,19
M_LTX028_SU_T1-R2,5,6
M_LTX028_SU_T1-R2,6,2
M_LTX028_SU_T1-R2,7,1
M_LTX028_SU_T1-R2,8,0
M_LTX028_SU_T1-R3,1,0
M_LTX028_SU_T1-R3,2,4
M_LTX028_SU_T1-R3,3,39
M_LTX028_SU_T1-R3,4,19
M_LTX028_SU_T1-R3,5,10
M_LTX028_SU_T1-R3,6,3
M_LTX028_SU_T1-R3,7,0
M_LTX028_SU_T1-R3,8,0
M_LTX028_SU_T1-R4,1,0
M_LTX028_SU_T1-R4,2,5
M_LTX028_SU_T1-R4,3,5
M_LTX028_SU_T1-R4,4,0
M_LTX028_SU_T1-R4,5,2
M_LTX028_SU_T1-R4,6,2
M_LTX028_SU_T1-R4,7,0
M_LTX028_SU_T1-R4,8,0
M_LTX028_SU_T1-R5,1,2
M_LTX028_SU_T1-R5,2,4
M_LTX028_SU_T1-R5,3,32
M_LTX028_SU_T1-R5,4,19
M_LTX028_SU_T1-R5,5,4
M_LTX028_SU_T1-R5,6,0
M_LTX028_SU_T1-R5,7,0
M_LTX028_SU_T1-R5,8,4
M_LTX028_SU_T1-R6,1,0
M_LTX028_SU_T1-R6,2,6
M_LTX028_SU_T1-R6,3,33
M_LTX028_SU_T1-R6,4,17
M_LTX028_SU_T1-R6,5,2
M_LTX028_SU_T1-R6,6,3
M_LTX028_SU_T1-R6,7,1
M_LTX028_SU_T1-R6,8,0
M_LTX028_SU_T1-R7,1,0
M_LTX028_SU_T1-R7,2,7
M_LTX028_SU_T1-R7,3,64
M_LTX028_SU_T1-R7,4,15
M_LTX028_SU_T1-R7,5,9
M_LTX028_SU_T1-R7,6,2
M_LTX028_SU_T1-R7,7,0
M_LTX028_SU_T1-R7,8,0
M_LTX028_SU_T1-R8,1,0
M_LTX028_SU_T1-R8,2,2
M_LTX028_SU_T1-R8,3,7
M_LTX028_SU_T1-R8,4,0
M_LTX028_SU_T1-R8,5,0
M_LTX028_SU_T1-R8,6,2
M_LTX028_SU_T1-R8,7,2
M_LTX028_SU_T1-R8,8,0
M_LTX032_SU_T1-R1,1,0
M_LTX032_SU_T1-R1,2,4
M_LTX032_SU_T1-R1,3,5
M_LTX032_SU_T1-R1,4,17
M_LTX032_SU_T1-R1,5,12
M_LTX032_SU_T1-R1,6,6
M_LTX032_SU_T1-R1,7,6
M_LTX032_SU_T1-R1,8,12
M_LTX032_SU_T1-R2,1,0
M_LTX032_SU_T1-R2,2,5
M_LTX032_SU_T1-R2,3,27
M_LTX032_SU_T1-R2,4,7
M_LTX032_SU_T1-R2,5,5
M_LTX032_SU_T1-R2,6,4
M_LTX032_SU_T1-R2,7,2
M_LTX032_SU_T1-R2,8,8
M_LTX032_SU_T1-R3,1,2
M_LTX032_SU_T1-R3,2,1
M_LTX032_SU_T1-R3,3,16
M_LTX032_SU_T1-R3,4,8
M_LTX032_SU_T1-R3,5,5
M_LTX032_SU_T1-R3,6,1
M_LTX032_SU_T1-R3,7,1
M_LTX032_SU_T1-R3,8,7
M_LTX032_SU_T1-R4,1,0
M_LTX032_SU_T1-R4,2,1
M_LTX032_SU_T1-R4,3,9
M_LTX032_SU_T1-R4,4,24
M_LTX032_SU_T1-R4,5,12
M_LTX032_SU_T1-R4,6,6
M_LTX032_SU_T1-R4,7,7
M_LTX032_SU_T1-R4,8,7
M_LTX035_SU_T1-R1,1,0
M_LTX035_SU_T1-R1,2,10
M_LTX035_SU_T1-R1,3,23
M_LTX035_SU_T1-R1,4,5
M_LTX035_SU_T1-R1,5,2
M_LTX035_SU_T1-R1,6,5
M_LTX035_SU_T1-R1,7,0
M_LTX035_SU_T1-R1,8,3
M_LTX035_SU_T1-R2,1,0
M_LTX035_SU_T1-R2,2,0
M_LTX035_SU_T1-R2,3,5
M_LTX035_SU_T1-R2,4,0
M_LTX035_SU_T1-R2,5,0
M_LTX035_SU_T1-R2,6,0
M_LTX035_SU_T1-R2,7,0
M_LTX035_SU_T1-R2,8,0
M_LTX063_SU_T1-R1,1,0
M_LTX063_SU_T1-R1,2,8
M_LTX063_SU_T1-R1,3,5
M_LTX063_SU_T1-R1,4,1
M_LTX063_SU_T1-R1,5,1
M_LTX063_SU_T1-R1,6,3
M_LTX063_SU_T1-R1,7,0
M_LTX063_SU_T1-R1,8,0
M_LTX063_SU_T1-R2,1,2
M_LTX063_SU_T1-R2,2,30
M_LTX063_SU_T1-R2,3,8
M_LTX063_SU_T1-R2,4,4
M_LTX063_SU_T1-R2,5,0
M_LTX063_SU_T1-R2,6,1
M_LTX063_SU_T1-R2,7,0
M_LTX063_SU_T1-R2,8,5
M_LTX063_SU_T1-R3,1,1
M_LTX063_SU_T1-R3,2,3
M_LTX063_SU_T1-R3,3,21
M_LTX063_SU_T1-R3,4,6
M_LTX063_SU_T1-R3,5,8
M_LTX063_SU_T1-R3,6,3
M_LTX063_SU_T1-R3,7,2
M_LTX063_SU_T1-R3,8,3
M_LTX063_SU_T1-R4,1,2
M_LTX063_SU_T1-R4,2,6
M_LTX063_SU_T1-R4,3,20
M_LTX063_SU_T1-R4,4,8
M_LTX063_SU_T1-R4,5,6
M_LTX063_SU_T1-R4,6,2
M_LTX063_SU_T1-R4,7,2
M_LTX063_SU_T1-R4,8,2
M_LTX063_SU_T1-R5,1,0
M_LTX063_SU_T1-R5,2,2
M_LTX063_SU_T1-R5,3,19
M_LTX063_SU_T1-R5,4,4
M_LTX063_SU_T1-R5,5,5
M_LTX063_SU_T1-R5,6,4
M_LTX063_SU_T1-R5,7,2
M_LTX063_SU_T1-R5,8,3
M_LTX063_SU_T1-R6,1,1
M_LTX063_SU_T1-R6,2,2
M_LTX063_SU_T1-R6,3,19
M_LTX063_SU_T1-R6,4,4
M_LTX063_SU_T1-R6,5,5
M_LTX063_SU_T1-R6,6,1
M_LTX063_SU_T1-R6,7,1
M_LTX063_SU_T1-R6,8,5
M_LTX073_SU_T1-R1,1,1
M_LTX073_SU_T1-R1,2,3
M_LTX073_SU_T1-R1,3,11
M_LTX073_SU_T1-R1,4,22
M_LTX073_SU_T1-R1,5,21
M_LTX073_SU_T1-R1,6,6
M_LTX073_SU_T1-R1,7,6
M_LTX073_SU_T1-R1,8,19
M_LTX073_SU_T1-R2,1,1
M_LTX073_SU_T1-R2,2,11
M_LTX073_SU_T1-R2,3,35
M_LTX073_SU_T1-R2,4,8
M_LTX073_SU_T1-R2,5,2
M_LTX073_SU_T1-R2,6,3
M_LTX073_SU_T1-R2,7,3
M_LTX073_SU_T1-R2,8,7
M_LTX073_SU_T1-R3,1,8
M_LTX073_SU_T1-R3,2,54
M_LTX073_SU_T1-R3,3,46
M_LTX073_SU_T1-R3,4,12
M_LTX073_SU_T1-R3,5,4
M_LTX073_SU_T1-R3,6,2
M_LTX073_SU_T1-R3,7,3
M_LTX073_SU_T1-R3,8,3
M_LTX073_SU_T1-R4,1,1
M_LTX073_SU_T1-R4,2,7
M_LTX073_SU_T1-R4,3,27
M_LTX073_SU_T1-R4,4,28
M_LTX073_SU_T1-R4,5,10
M_LTX073_SU_T1-R4,6,6
M_LTX073_SU_T1-R4,7,4
M_LTX073_SU_T1-R4,8,2
M_LTX074_SU_T1-R1,1,1
M_LTX074_SU_T1-R1,2,34
M_LTX074_SU_T1-R1,3,7
M_LTX074_SU_T1-R1,4,1
M_LTX074_SU_T1-R1,5,1
M_LTX074_SU_T1-R1,6,0
M_LTX074_SU_T1-R1,7,0
M_LTX074_SU_T1-R1,8,0
M_LTX074_SU_T1-R2,1,4
M_LTX074_SU_T1-R2,2,45
M_LTX074_SU_T1-R2,3,7
M_LTX074_SU_T1-R2,4,1
M_LTX074_SU_T1-R2,5,0
M_LTX074_SU_T1-R2,6,0
M_LTX074_SU_T1-R2,7,0
M_LTX074_SU_T1-R2,8,0
M_LTX074_SU_T1-R3,1,3
M_LTX074_SU_T1-R3,2,49
M_LTX074_SU_T1-R3,3,4
M_LTX074_SU_T1-R3,4,1
M_LTX074_SU_T1-R3,5,1
M_LTX074_SU_T1-R3,6,0
M_LTX074_SU_T1-R3,7,0
M_LTX074_SU_T1-R3,8,0
M_LTX074_SU_T1-R4,1,9
M_LTX074_SU_T1-R4,2,38
M_LTX074_SU_T1-R4,3,10
M_LTX074_SU_T1-R4,4,1
M_LTX074_SU_T1-R4,5,1
M_LTX074_SU_T1-R4,6,0
M_LTX074_SU_T1-R4,7,0
M_LTX074_SU_T1-R4,8,0
M_LTX080_SU_T1-R1,1,0
M_LTX080_SU_T1-R1,2,1
M_LTX080_SU_T1-R1,3,12
M_LTX080_SU_T1-R1,4,4
M_LTX080_SU_T1-R1,5,0
M_LTX080_SU_T1-R1,6,1
M_LTX080_SU_T1-R1,7,2
M_LTX080_SU_T1-R1,8,3
M_LTX080_SU_T1-R2,1,0
M_LTX080_SU_T1-R2,2,1
M_LTX080_SU_T1-R2,3,10
M_LTX080_SU_T1-R2,4,2
M_LTX080_SU_T1-R2,5,1
M_LTX080_SU_T1-R2,6,5
M_LTX080_SU_T1-R2,7,0
M_LTX080_SU_T1-R2,8,1
M_LTX080_SU_T1-R3,1,0
M_LTX080_SU_T1-R3,2,1
M_LTX080_SU_T1-R3,3,13
M_LTX080_SU_T1-R3,4,3
M_LTX080_SU_T1-R3,5,0
M_LTX080_SU_T1-R3,6,6
M_LTX080_SU_T1-R3,7,0
M_LTX080_SU_T1-R3,8,1
M_LTX080_SU_T1-R4,1,0
M_LTX080_SU_T1-R4,2,0
M_LTX080_SU_T1-R4,3,17
M_LTX080_SU_T1-R4,4,1
M_LTX080_SU_T1-R4,5,0
M_LTX080_SU_T1-R4,6,4
M_LTX080_SU_T1-R4,7,2
M_LTX080_SU_T1-R4,8,1
M_LTX085_SU_T1-R1,1,0
M_LTX085_SU_T1-R1,2,3
M_LTX085_SU_T1-R1,3,9
M_LTX085_SU_T1-R1,4,15
M_LTX085_SU_T1-R1,5,3
M_LTX085_SU_T1-R1,6,4
M_LTX085_SU_T1-R1,7,2
M_LTX085_SU_T1-R1,8,1
M_LTX085_SU_T1-R2,1,0
M_LTX085_SU_T1-R2,2,8
M_LTX085_SU_T1-R2,3,4
M_LTX085_SU_T1-R2,4,0
M_LTX085_SU_T1-R2,5,0
M_LTX085_SU_T1-R2,6,2
M_LTX085_SU_T1-R2,7,3
M_LTX085_SU_T1-R2,8,0
M_LTX093_SU_T1-R1,1,0
M_LTX093_SU_T1-R1,2,1
M_LTX093_SU_T1-R1,3,18
M_LTX093_SU_T1-R1,4,5
M_LTX093_SU_T1-R1,5,1
M_LTX093_SU_T1-R1,6,4
M_LTX093_SU_T1-R1,7,2
M_LTX093_SU_T1-R1,8,1
M_LTX093_SU_T1-R2,1,0
M_LTX093_SU_T1-R2,2,7
M_LTX093_SU_T1-R2,3,23
M_LTX093_SU_T1-R2,4,8
M_LTX093_SU_T1-R2,5,2
M_LTX093_SU_T1-R2,6,0
M_LTX093_SU_T1-R2,7,2
M_LTX093_SU_T1-R2,8,1
M_LTX093_SU_T1-R3,1,1
M_LTX093_SU_T1-R3,2,7
M_LTX093_SU_T1-R3,3,3
M_LTX093_SU_T1-R3,4,1
M_LTX093_SU_T1-R3,5,0
M_LTX093_SU_T1-R3,6,2
M_LTX093_SU_T1-R3,7,1
M_LTX093_SU_T1-R3,8,3
M_LTX093_SU_T1-R4,1,0
M_LTX093_SU_T1-R4,2,7
M_LTX093_SU_T1-R4,3,19
M_LTX093_SU_T1-R4,4,7
M_LTX093_SU_T1-R4,5,2
M_LTX093_SU_T1-R4,6,4
M_LTX093_SU_T1-R4,7,0
M_LTX093_SU_T1-R4,8,1
M_LTX118_SU_T1-R1,1,2
M_LTX118_SU_T1-R1,2,0
M_LTX118_SU_T1-R1,3,27
M_LTX118_SU_T1-R1,4,8
M_LTX118_SU_T1-R1,5,5
M_LTX118_SU_T1-R1,6,3
M_LTX118_SU_T1-R1,7,0
M_LTX118_SU_T1-R1,8,2
M_LTX118_SU_T1-R2,1,1
M_LTX118_SU_T1-R2,2,2
M_LTX118_SU_T1-R2,3,23
M_LTX118_SU_T1-R2,4,5
M_LTX118_SU_T1-R2,5,2
M_LTX118_SU_T1-R2,6,3
M_LTX118_SU_T1-R2,7,0
M_LTX118_SU_T1-R2,8,3
M_LTX133_SU_T1-R1,1,0
M_LTX133_SU_T1-R1,2,0
M_LTX133_SU_T1-R1,3,8
M_LTX133_SU_T1-R1,4,1
M_LTX133_SU_T1-R1,5,23
M_LTX133_SU_T1-R1,6,4
M_LTX133_SU_T1-R1,7,6
M_LTX133_SU_T1-R1,8,7
M_LTX133_SU_T1-R2,1,2
M_LTX133_SU_T1-R2,2,46
M_LTX133_SU_T1-R2,3,8
M_LTX133_SU_T1-R2,4,2
M_LTX133_SU_T1-R2,5,4
M_LTX133_SU_T1-R2,6,1
M_LTX133_SU_T1-R2,7,0
M_LTX133_SU_T1-R2,8,0
M_LTX133_SU_T1-R3,1,1
M_LTX133_SU_T1-R3,2,11
M_LTX133_SU_T1-R3,3,15
M_LTX133_SU_T1-R3,4,3
M_LTX133_SU_T1-R3,5,2
M_LTX133_SU_T1-R3,6,2
M_LTX133_SU_T1-R3,7,3
M_LTX133_SU_T1-R3,8,0
M_LTX133_SU_T1-R4,1,0
M_LTX133_SU_T1-R4,2,16
M_LTX133_SU_T1-R4,3,25
M_LTX133_SU_T1-R4,4,10
M_LTX133_SU_T1-R4,5,1
M_LTX133_SU_T1-R4,6,2
M_LTX133_SU_T1-R4,7,2
M_LTX133_SU_T1-R4,8,0
M_LTX133_SU_T1-R5,1,0
M_LTX133_SU_T1-R5,2,15
M_LTX133_SU_T1-R5,3,26
M_LTX133_SU_T1-R5,4,9
M_LTX133_SU_T1-R5,5,2
M_LTX133_SU_T1-R5,6,1
M_LTX133_SU_T1-R5,7,2
M_LTX133_SU_T1-R5,8,0
M_LTX133_SU_T1-R6,1,0
M_LTX133_SU_T1-R6,2,14
M_LTX133_SU_T1-R6,3,29
M_LTX133_SU_T1-R6,4,11
M_LTX133_SU_T1-R6,5,1
M_LTX133_SU_T1-R6,6,3
M_LTX133_SU_T1-R6,7,0
M_LTX133_SU_T1-R6,8,0
M_LTX133_SU_T1-R7,1,0
M_LTX133_SU_T1-R7,2,0
M_LTX133_SU_T1-R7,3,12
M_LTX133_SU_T1-R7,4,1
M_LTX133_SU_T1-R7,5,28
M_LTX133_SU_T1-R7,6,2
M_LTX133_SU_T1-R7,7,8
M_LTX133_SU_T1-R7,8,5
M_LTX142_SU_T1-R1,1,1
M_LTX142_SU_T1-R1,2,0
M_LTX142_SU_T1-R1,3,15
M_LTX142_SU_T1-R1,4,4
M_LTX142_SU_T1-R1,5,2
M_LTX142_SU_T1-R1,6,3
M_LTX142_SU_T1-R1,7,2
M_LTX142_SU_T1-R1,8,6
M_LTX142_SU_T1-R2,1,0
M_LTX142_SU_T1-R2,2,1
M_LTX142_SU_T1-R2,3,14
M_LTX142_SU_T1-R2,4,9
M_LTX142_SU_T1-R2,5,3
M_LTX142_SU_T1-R2,6,5
M_LTX142_SU_T1-R2,7,1
M_LTX142_SU_T1-R2,8,4
M_LTX149_SU_T1-R1,1,0
M_LTX149_SU_T1-R1,2,19
M_LTX149_SU_T1-R1,3,10
M_LTX149_SU_T1-R1,4,1
M_LTX149_SU_T1-R1,5,0
M_LTX149_SU_T1-R1,6,0
M_LTX149_SU_T1-R1,7,0
M_LTX149_SU_T1-R1,8,0
M_LTX149_SU_T1-R2,1,0
M_LTX149_SU_T1-R2,2,20
M_LTX149_SU_T1-R2,3,5
M_LTX149_SU_T1-R2,4,0
M_LTX149_SU_T1-R2,5,0
M_LTX149_SU_T1-R2,6,0
M_LTX149_SU_T1-R2,7,0
M_LTX149_SU_T1-R2,8,0
M_LTX149_SU_T1-R3,1,0
M_LTX149_SU_T1-R3,2,19
M_LTX149_SU_T1-R3,3,10
M_LTX149_SU_T1-R3,4,0
M_LTX149_SU_T1-R3,5,0
M_LTX149_SU_T1-R3,6,0
M_LTX149_SU_T1-R3,7,0
M_LTX149_SU_T1-R3,8,0
M_LTX149_SU_T1-R4,1,0
M_LTX149_SU_T1-R4,2,18
M_LTX149_SU_T1-R4,3,7
M_LTX149_SU_T1-R4,4,0
M_LTX149_SU_T1-R4,5,0
M_LTX149_SU_T1-R4,6,0
M_LTX149_SU_T1-R4,7,0
M_LTX149_SU_T1-R4,8,0
M_LTX159_SU_T1-R1,1,6
M_LTX159_SU_T1-R1,2,5
M_LTX159_SU_T1-R1,3,11
M_LTX159_SU_T1-R1,4,0
M_LTX159_SU_T1-R1,5,0
M_LTX159_SU_T1-R1,6,0
M_LTX159_SU_T1-R1,7,0
M_LTX159_SU_T1-R1,8,5
M_LTX159_SU_T1-R2,1,0
M_LTX159_SU_T1-R2,2,4
M_LTX159_SU_T1-R2,3,3
M_LTX159_SU_T1-R2,4,0
M_LTX159_SU_T1-R2,5,1
M_LTX159_SU_T1-R2,6,4
M_LTX159_SU_T1-R2,7,0
M_LTX159_SU_T1-R2,8,0
M_LTX159_SU_T1-R3,1,1
M_LTX159_SU_T1-R3,2,3
M_LTX159_SU_T1-R3,3,4
M_LTX159_SU_T1-R3,4,0
M_LTX159_SU_T1-R3,5,0
M_LTX159_SU_T1-R3,6,1
M_LTX159_SU_T1-R3,7,0
M_LTX159_SU_T1-R3,8,4
M_LTX159_SU_T1-R4,1,2
M_LTX159_SU_T1-R4,2,2
M_LTX159_SU_T1-R4,3,7
M_LTX159_SU_T1-R4,4,1
M_LTX159_SU_T1-R4,5,0
M_LTX159_SU_T1-R4,6,1
M_LTX159_SU_T1-R4,7,2
M_LTX159_SU_T1-R4,8,2
M_LTX159_SU_T1-R5,1,2
M_LTX159_SU_T1-R5,2,2
M_LTX159_SU_T1-R5,3,5
M_LTX159_SU_T1-R5,4,0
M_LTX159_SU_T1-R5,5,0
M_LTX159_SU_T1-R5,6,1
