sample,category,count
B_LTX108_SU_T1-R2,5,1
B_LTX108_SU_T1-R2,6,0
B_LTX108_SU_T1-R2,7,0
B_LTX108_SU_T1-R2,8,0
B_LTX135_SU_LN1,1,0
B_LTX135_SU_LN1,2,6
B_LTX135_SU_LN1,3,0
B_LTX135_SU_LN1,4,0
B_LTX135_SU_LN1,5,0
B_LTX135_SU_LN1,6,0
B_LTX135_SU_LN1,7,0
B_LTX135_SU_LN1,8,0
B_LTX135_SU_T1-R1,1,0
B_LTX135_SU_T1-R1,2,5
B_LTX135_SU_T1-R1,3,23
B_LTX135_SU_T1-R1,4,7
B_LTX135_SU_T1-R1,5,0
B_LTX135_SU_T1-R1,6,1
B_LTX135_SU_T1-R1,7,0
B_LTX135_SU_T1-R1,8,0
B_LTX135_SU_T1-R3,1,1
B_LTX135_SU_T1-R3,2,1
B_LTX135_SU_T1-R3,3,12
B_LTX135_SU_T1-R3,4,6
B_LTX135_SU_T1-R3,5,4
B_LTX135_SU_T1-R3,6,2
B_LTX135_SU_T1-R3,7,0
B_LTX135_SU_T1-R3,8,2
B_LTX135_SU_T1-R4,1,4
B_LTX135_SU_T1-R4,2,4
B_LTX135_SU_T1-R4,3,13
B_LTX135_SU_T1-R4,4,5
B_LTX135_SU_T1-R4,5,1
B_LTX135_SU_T1-R4,6,0
B_LTX135_SU_T1-R4,7,0
B_LTX135_SU_T1-R4,8,0
B_LTX136_SU_T1-R1,1,2
B_LTX136_SU_T1-R1,2,1
B_LTX136_SU_T1-R1,3,43
B_LTX136_SU_T1-R1,4,10
B_LTX136_SU_T1-R1,5,4
B_LTX136_SU_T1-R1,6,0
B_LTX136_SU_T1-R1,7,0
B_LTX136_SU_T1-R1,8,0
B_LTX136_SU_T1-R2,1,1
B_LTX136_SU_T1-R2,2,10
B_LTX136_SU_T1-R2,3,43
B_LTX136_SU_T1-R2,4,3
B_LTX136_SU_T1-R2,5,5
B_LTX136_SU_T1-R2,6,0
B_LTX136_SU_T1-R2,7,1
B_LTX136_SU_T1-R2,8,0
B_LTX136_SU_T1-R3,1,1
B_LTX136_SU_T1-R3,2,12
B_LTX136_SU_T1-R3,3,50
B_LTX136_SU_T1-R3,4,4
B_LTX136_SU_T1-R3,5,4
B_LTX136_SU_T1-R3,6,3
B_LTX136_SU_T1-R3,7,2
B_LTX136_SU_T1-R3,8,0
B_LTX160_SU_T1-R1,1,0
B_LTX160_SU_T1-R1,2,8
B_LTX160_SU_T1-R1,3,15
B_LTX160_SU_T1-R1,4,6
B_LTX160_SU_T1-R1,5,0
B_LTX160_SU_T1-R1,6,0
B_LTX160_SU_T1-R1,7,0
B_LTX160_SU_T1-R1,8,0
B_LTX160_SU_T1-R2,1,0
B_LTX160_SU_T1-R2,2,10
B_LTX160_SU_T1-R2,3,33
B_LTX160_SU_T1-R2,4,4
B_LTX160_SU_T1-R2,5,0
B_LTX160_SU_T1-R2,6,0
B_LTX160_SU_T1-R2,7,0
B_LTX160_SU_T1-R2,8,0
B_LTX160_SU_T1-R3,1,0
B_LTX160_SU_T1-R3,2,10
B_LTX160_SU_T1-R3,3,27
B_LTX160_SU_T1-R3,4,2
B_LTX160_SU_T1-R3,5,0
B_LTX160_SU_T1-R3,6,1
B_LTX160_SU_T1-R3,7,0
B_LTX160_SU_T1-R3,8,0
B_LTX160_SU_T1-R4,1,1
B_LTX160_SU_T1-R4,2,4
B_LTX160_SU_T1-R4,3,22
B_LTX160_SU_T1-R4,4,4
B_LTX160_SU_T1-R4,5,1
B_LTX160_SU_T1-R4,6,0
B_LTX160_SU_T1-R4,7,0
B_LTX160_SU_T1-R4,8,0
B_LTX163_SU_T1-R1,1,1
B_LTX163_SU_T1-R1,2,4
B_LTX163_SU_T1-R1,3,4
B_LTX163_SU_T1-R1,4,16
B_LTX163_SU_T1-R1,5,4
B_LTX163_SU_T1-R1,6,6
B_LTX163_SU_T1-R1,7,0
B_LTX163_SU_T1-R1,8,7
B_LTX163_SU_T1-R2,1,0
B_LTX163_SU_T1-R2,2,2
B_LTX163_SU_T1-R2,3,9
B_LTX163_SU_T1-R2,4,2
B_LTX163_SU_T1-R2,5,1
B_LTX163_SU_T1-R2,6,0
B_LTX163_SU_T1-R2,7,0
B_LTX163_SU_T1-R2,8,5
B_LTX163_SU_T1-R3,1,2
B_LTX163_SU_T1-R3,2,2
B_LTX163_SU_T1-R3,3,4
B_LTX163_SU_T1-R3,4,12
B_LTX163_SU_T1-R3,5,11
B_LTX163_SU_T1-R3,6,8
B_LTX163_SU_T1-R3,7,0
B_LTX163_SU_T1-R3,8,7
B_LTX164_SU_T1-R1,1,0
B_LTX164_SU_T1-R1,2,6
B_LTX164_SU_T1-R1,3,6
B_LTX164_SU_T1-R1,4,0
B_LTX164_SU_T1-R1,5,0
B_LTX164_SU_T1-R1,6,0
B_LTX164_SU_T1-R1,7,0
B_LTX164_SU_T1-R1,8,0
B_LTX164_SU_T1-R2,1,0
B_LTX164_SU_T1-R2,2,13
B_LTX164_SU_T1-R2,3,3
B_LTX164_SU_T1-R2,4,0
B_LTX164_SU_T1-R2,5,0
B_LTX164_SU_T1-R2,6,0
B_LTX164_SU_T1-R2,7,0
B_LTX164_SU_T1-R2,8,1
B_LTX165_SU_T1-R1,1,0
B_LTX165_SU_T1-R1,2,4
B_LTX165_SU_T1-R1,3,22
B_LTX165_SU_T1-R1,4,8
B_LTX165_SU_T1-R1,5,7
B_LTX165_SU_T1-R1,6,6
B_LTX165_SU_T1-R1,7,0
B_LTX165_SU_T1-R1,8,0
B_LTX165_SU_T1-R2,1,0
B_LTX165_SU_T1-R2,2,4
B_LTX165_SU_T1-R2,3,23
B_LTX165_SU_T1-R2,4,4
B_LTX165_SU_T1-R2,5,5
B_LTX165_SU_T1-R2,6,6
B_LTX165_SU_T1-R2,7,1
B_LTX165_SU_T1-R2,8,0
B_LTX165_SU_T1-R3,1,3
B_LTX165_SU_T1-R3,2,3
B_LTX165_SU_T1-R3,3,9
B_LTX165_SU_T1-R3,4,14
B_LTX165_SU_T1-R3,5,3
B_LTX165_SU_T1-R3,6,3
B_LTX165_SU_T1-R3,7,3
B_LTX165_SU_T1-R3,8,2
B_LTX165_SU_T1-R4,1,0
B_LTX165_SU_T1-R4,2,2
B_LTX165_SU_T1-R4,3,14
B_LTX165_SU_T1-R4,4,15
B_LTX165_SU_T1-R4,5,4
B_LTX165_SU_T1-R4,6,2
B_LTX165_SU_T1-R4,7,1
B_LTX165_SU_T1-R4,8,1
B_LTX193_SU_T1-R1,1,15
B_LTX193_SU_T1-R1,2,14
B_LTX193_SU_T1-R1,3,24
B_LTX193_SU_T1-R1,4,5
B_LTX193_SU_T1-R1,5,0
B_LTX193_SU_T1-R1,6,0
B_LTX193_SU_T1-R1,7,0
B_LTX193_SU_T1-R1,8,3
B_LTX193_SU_T1-R2,1,4
B_LTX193_SU_T1-R2,2,17
B_LTX193_SU_T1-R2,3,9
B_LTX193_SU_T1-R2,4,3
B_LTX193_SU_T1-R2,5,1
B_LTX193_SU_T1-R2,6,0
B_LTX193_SU_T1-R2,7,2
B_LTX193_SU_T1-R2,8,2
B_LTX208_SU_T1-R1,1,7
B_LTX208_SU_T1-R1,2,20
B_LTX208_SU_T1-R1,3,29
B_LTX208_SU_T1-R1,4,4
B_LTX208_SU_T1-R1,5,0
B_LTX208_SU_T1-R1,6,0
B_LTX208_SU_T1-R1,7,3
B_LTX208_SU_T1-R1,8,1
B_LTX208_SU_T1-R2,1,6
B_LTX208_SU_T1-R2,2,8
B_LTX208_SU_T1-R2,3,19
B_LTX208_SU_T1-R2,4,10
B_LTX208_SU_T1-R2,5,3
B_LTX208_SU_T1-R2,6,0
B_LTX208_SU_T1-R2,7,1
B_LTX208_SU_T1-R2,8,3
B_LTX208_SU_T1-R3,1,0
B_LTX208_SU_T1-R3,2,1
B_LTX208_SU_T1-R3,3,4
B_LTX208_SU_T1-R3,4,0
B_LTX208_SU_T1-R3,5,0
B_LTX208_SU_T1-R3,6,0
B_LTX208_SU_T1-R3,7,0
B_LTX208_SU_T1-R3,8,0
B_LTX223_SU_T1-R1,1,0
B_LTX223_SU_T1-R1,2,3
B_LTX223_SU_T1-R1,3,5
B_LTX223_SU_T1-R1,4,4
B_LTX223_SU_T1-R1,5,2
B_LTX223_SU_T1-R1,6,1
B_LTX223_SU_T1-R1,7,0
B_LTX223_SU_T1-R1,8,0
B_LTX223_SU_T1-R2,1,0
B_LTX223_SU_T1-R2,2,4
B_LTX223_SU_T1-R2,3,1
B_LTX223_SU_T1-R2,4,3
B_LTX223_SU_T1-R2,5,3
B_LTX223_SU_T1-R2,6,0
B_LTX223_SU_T1-R2,7,0
B_LTX223_SU_T1-R2,8,0
B_LTX223_SU_T1-R3,1,0
B_LTX223_SU_T1-R3,2,5
B_LTX223_SU_T1-R3,3,3
B_LTX223_SU_T1-R3,4,2
B_LTX223_SU_T1-R3,5,1
B_LTX223_SU_T1-R3,6,2
B_LTX223_SU_T1-R3,7,0
B_LTX223_SU_T1-R3,8,0
B_LTX223_SU_T1-R4,1,0
B_LTX223_SU_T1-R4,2,5
B_LTX223_SU_T1-R4,3,2
B_LTX223_SU_T1-R4,4,5
B_LTX223_SU_T1-R4,5,2
B_LTX223_SU_T1-R4,6,0
B_LTX223_SU_T1-R4,7,0
B_LTX223_SU_T1-R4,8,0
B_LTX223_SU_T1-R5,1,0
B_LTX223_SU_T1-R5,2,3
B_LTX223_SU_T1-R5,3,1
B_LTX223_SU_T1-R5,4,5
B_LTX223_SU_T1-R5,5,1
B_LTX223_SU_T1-R5,6,0
B_LTX223_SU_T1-R5,7,0
B_LTX223_SU_T1-R5,8,0
B_LTX227_SU_T1-R1,1,3
B_LTX227_SU_T1-R1,2,17
B_LTX227_SU_T1-R1,3,4
B_LTX227_SU_T1-R1,4,3
B_LTX227_SU_T1-R1,5,1
B_LTX227_SU_T1-R1,6,2
B_LTX227_SU_T1-R1,7,0
B_LTX227_SU_T1-R1,8,0
B_LTX227_SU_T1-R2,1,2
B_LTX227_SU_T1-R2,2,17
B_LTX227_SU_T1-R2,3,2
B_LTX227_SU_T1-R2,4,4
B_LTX227_SU_T1-R2,5,2
B_LTX227_SU_T1-R2,6,2
B_LTX227_SU_T1-R2,7,0
B_LTX227_SU_T1-R2,8,0
B_LTX227_SU_T1-R3,1,2
B_LTX227_SU_T1-R3,2,12
B_LTX227_SU_T1-R3,3,4
B_LTX227_SU_T1-R3,4,5
B_LTX227_SU_T1-R3,5,1
B_LTX227_SU_T1-R3,6,2
B_LTX227_SU_T1-R3,7,0
B_LTX227_SU_T1-R3,8,0
B_LTX227_SU_T1-R4,1,2
B_LTX227_SU_T1-R4,2,11
B_LTX227_SU_T1-R4,3,4
B_LTX227_SU_T1-R4,4,4
B_LTX227_SU_T1-R4,5,2
B_LTX227_SU_T1-R4,6,1
B_LTX227_SU_T1-R4,7,0
B_LTX227_SU_T1-R4,8,0
C_LTX252_SU_T1-R1,1,1
C_LTX252_SU_T1-R1,2,6
C_LTX252_SU_T1-R1,3,11
C_LTX252_SU_T1-R1,4,1
C_LTX252_SU_T1-R1,5,0
C_LTX252_SU_T1-R1,6,0
C_LTX252_SU_T1-R1,7,0
C_LTX252_SU_T1-R1,8,6
C_LTX252_SU_T1-R2,1,0
C_LTX252_SU_T1-R2,2,0
C_LTX252_SU_T1-R2,3,6
C_LTX252_SU_T1-R2,4,0
C_LTX252_SU_T1-R2,5,0
C_LTX252_SU_T1-R2,6,0
C_LTX252_SU_T1-R2,7,0
C_LTX252_SU_T1-R2,8,0
L_LTX037_SU_T1-R1,1,0
L_LTX037_SU_T1-R1,2,3
L_LTX037_SU_T1-R1,3,10
L_LTX037_SU_T1-R1,4,0
L_LTX037_SU_T1-R1,5,0
L_LTX037_SU_T1-R1,6,0
L_LTX037_SU_T1-R1,7,0
L_LTX037_SU_T1-R1,8,0
L_LTX037_SU_T1-R2,1,0
L_LTX037_SU_T1-R2,2,3
L_LTX037_SU_T1-R2,3,0
L_LTX037_SU_T1-R2,4,4
L_LTX037_SU_T1-R2,5,2
L_LTX037_SU_T1-R2,6,0
L_LTX037_SU_T1-R2,7,0
L_LTX037_SU_T1-R2,8,0
L_LTX041_SU_T1-R1,1,1
L_LTX041_SU_T1-R1,2,7
L_LTX041_SU_T1-R1,3,8
L_LTX041_SU_T1-R1,4,1
L_LTX041_SU_T1-R1,5,0
L_LTX041_SU_T1-R1,6,0
L_LTX041_SU_T1-R1,7,6
L_LTX041_SU_T1-R1,8,0
L_LTX041_SU_T1-R2,1,0
L_LTX041_SU_T1-R2,2,2
L_LTX041_SU_T1-R2,3,2
L_LTX041_SU_T1-R2,4,10
L_LTX041_SU_T1-R2,5,12
L_LTX041_SU_T1-R2,6,1
L_LTX041_SU_T1-R2,7,1
L_LTX041_SU_T1-R2,8,8
L_LTX041_SU_T1-R3,1,0
L_LTX041_SU_T1-R3,2,0
L_LTX041_SU_T1-R3,3,6
L_LTX041_SU_T1-R3,4,14
L_LTX041_SU_T1-R3,5,13
L_LTX041_SU_T1-R3,6,9
L_LTX041_SU_T1-R3,7,0
L_LTX041_SU_T1-R3,8,6
L_LTX041_SU_T1-R4,1,0
L_LTX041_SU_T1-R4,2,1
L_LTX041_SU_T1-R4,3,1
L_LTX041_SU_T1-R4,4,10
L_LTX041_SU_T1-R4,5,10
L_LTX041_SU_T1-R4,6,4
L_LTX041_SU_T1-R4,7,1
L_LTX041_SU_T1-R4,8,6
L_LTX050_SU_T1-R1,1,1
L_LTX050_SU_T1-R1,2,3
L_LTX050_SU_T1-R1,3,6
L_LTX050_SU_T1-R1,4,4
L_LTX050_SU_T1-R1,5,1
L_LTX050_SU_T1-R1,6,0
L_LTX050_SU_T1-R1,7,0
L_LTX050_SU_T1-R1,8,0
L_LTX050_SU_T1-R2,1,2
L_LTX050_SU_T1-R2,2,1
L_LTX050_SU_T1-R2,3,5
L_LTX050_SU_T1-R2,4,6
L_LTX050_SU_T1-R2,5,2
L_LTX050_SU_T1-R2,6,0
L_LTX050_SU_T1-R2,7,0
L_LTX050_SU_T1-R2,8,0
L_LTX050_SU_T1-R3,1,1
L_LTX050_SU_T1-R3,2,1
L_LTX050_SU_T1-R3,3,6
L_LTX050_SU_T1-R3,4,7
L_LTX050_SU_T1-R3,5,1
L_LTX050_SU_T1-R3,6,0
L_LTX050_SU_T1-R3,7,1
L_LTX050_SU_T1-R3,8,0
L_LTX050_SU_T1-R4,1,1
L_LTX050_SU_T1-R4,2,1
L_LTX050_SU_T1-R4,3,6
L_LTX050_SU_T1-R4,4,5
L_LTX050_SU_T1-R4,5,1
L_LTX050_SU_T1-R4,6,0
L_LTX050_SU_T1-R4,7,0
L_LTX050_SU_T1-R4,8,0
L_LTX050_SU_T1-R6,1,1
L_LTX050_SU_T1-R6,2,2
L_LTX050_SU_T1-R6,3,7
L_LTX050_SU_T1-R6,4,4
L_LTX050_SU_T1-R6,5,1
L_LTX050_SU_T1-R6,6,0
L_LTX050_SU_T1-R6,7,0
L_LTX050_SU_T1-R6,8,0
L_LTX062_SU_T1-R1,1,0
L_LTX062_SU_T1-R1,2,2
L_LTX062_SU_T1-R1,3,17
L_LTX062_SU_T1-R1,4,2
L_LTX062_SU_T1-R1,5,0
L_LTX062_SU_T1-R1,6,2
L_LTX062_SU_T1-R1,7,0
L_LTX062_SU_T1-R1,8,2
L_LTX062_SU_T1-R2,1,0
L_LTX062_SU_T1-R2,2,2
L_LTX062_SU_T1-R2,3,18
L_LTX062_SU_T1-R2,4,4
L_LTX062_SU_T1-R2,5,0
L_LTX062_SU_T1-R2,6,2
L_LTX062_SU_T1-R2,7,0
L_LTX062_SU_T1-R2,8,2
L_LTX062_SU_T1-R3,1,0
L_LTX062_SU_T1-R3,2,3
L_LTX062_SU_T1-R3,3,12
L_LTX062_SU_T1-R3,4,3
L_LTX062_SU_T1-R3,5,5
L_LTX062_SU_T1-R3,6,0
L_LTX062_SU_T1-R3,7,0
L_LTX062_SU_T1-R3,8,2
L_LTX062_SU_T1-R4,1,0
L_LTX062_SU_T1-R4,2,6
L_LTX062_SU_T1-R4,3,18
L_LTX062_SU_T1-R4,4,4
L_LTX062_SU_T1-R4,5,0
L_LTX062_SU_T1-R4,6,2
L_LTX062_SU_T1-R4,7,1
L_LTX062_SU_T1-R4,8,1
L_LTX064_SU_T1-R1,1,0
L_LTX064_SU_T1-R1,2,5
L_LTX064_SU_T1-R1,3,41
L_LTX064_SU_T1-R1,4,26
L_LTX064_SU_T1-R1,5,4
L_LTX064_SU_T1-R1,6,6
L_LTX064_SU_T1-R1,7,1
L_LTX064_SU_T1-R1,8,12
L_LTX064_SU_T1-R2,1,0
L_LTX064_SU_T1-R2,2,4
L_LTX064_SU_T1-R2,3,26
L_LTX064_SU_T1-R2,4,32
L_LTX064_SU_T1-R2,5,5
L_LTX064_SU_T1-R2,6,3
L_LTX064_SU_T1-R2,7,3
L_LTX064_SU_T1-R2,8,14
L_LTX064_SU_T1-R3,1,4
L_LTX064_SU_T1-R3,2,7
L_LTX064_SU_T1-R3,3,76
L_LTX064_SU_T1-R3,4,5
L_LTX064_SU_T1-R3,5,7
L_LTX064_SU_T1-R3,6,0
L_LTX064_SU_T1-R3,7,0
L_LTX064_SU_T1-R3,8,7
L_LTX064_SU_T1-R4,1,3
L_LTX064_SU_T1-R4,2,92
L_LTX064_SU_T1-R4,3,10
L_LTX064_SU_T1-R4,4,0
L_LTX064_SU_T1-R4,5,1
L_LTX064_SU_T1-R4,6,1
L_LTX064_SU_T1-R4,7,1
L_LTX064_SU_T1-R4,8,5
L_LTX064_SU_T1-R5,1,0
L_LTX064_SU_T1-R5,2,6
L_LTX064_SU_T1-R5,3,46
L_LTX064_SU_T1-R5,4,13
L_LTX064_SU_T1-R5,5,3
L_LTX064_SU_T1-R5,6,1
L_LTX064_SU_T1-R5,7,1
L_LTX064_SU_T1-R5,8,9
L_LTX064_SU_T1-R6,1,1
L_LTX064_SU_T1-R6,2,4
L_LTX064_SU_T1-R6,3,4
L_LTX064_SU_T1-R6,4,13
L_LTX064_SU_T1-R6,5,14
L_LTX064_SU_T1-R6,6,1
L_LTX064_SU_T1-R6,7,3
L_LTX064_SU_T1-R6,8,14
L_LTX064_SU_T1-R7,1,0
L_LTX064_SU_T1-R7,2,9
L_LTX064_SU_T1-R7,3,37
L_LTX064_SU_T1-R7,4,21
L_LTX064_SU_T1-R7,5,10
L_LTX064_SU_T1-R7,6,4
L_LTX064_SU_T1-R7,7,2
L_LTX064_SU_T1-R7,8,11
L_LTX068_SU_T1-R1,1,0
L_LTX068_SU_T1-R1,2,1
L_LTX068_SU_T1-R1,3,32
L_LTX068_SU_T1-R1,4,11
L_LTX068_SU_T1-R1,5,4
L_LTX068_SU_T1-R1,6,1
L_LTX068_SU_T1-R1,7,0
L_LTX068_SU_T1-R1,8,0
L_LTX068_SU_T1-R2,1,0
L_LTX068_SU_T1-R2,2,0
L_LTX068_SU_T1-R2,3,30
L_LTX068_SU_T1-R2,4,8
L_LTX068_SU_T1-R2,5,5
L_LTX068_SU_T1-R2,6,2
L_LTX068_SU_T1-R2,7,1
L_LTX068_SU_T1-R2,8,0
L_LTX068_SU_T1-R3,1,1
L_LTX068_SU_T1-R3,2,1
L_LTX068_SU_T1-R3,3,18
L_LTX068_SU_T1-R3,4,4
L_LTX068_SU_T1-R3,5,5
L_LTX068_SU_T1-R3,6,1
L_LTX068_SU_T1-R3,7,0
L_LTX068_SU_T1-R3,8,0
L_LTX068_SU_T1-R4,1,0
L_LTX068_SU_T1-R4,2,0
L_LTX068_SU_T1-R4,3,34
L_LTX068_SU_T1-R4,4,6
L_LTX068_SU_T1-R4,5,3
L_LTX068_SU_T1-R4,6,2
L_LTX068_SU_T1-R4,7,0
L_LTX068_SU_T1-R4,8,0
L_LTX068_SU_T1-R5,1,0
L_LTX068_SU_T1-R5,2,3
L_LTX068_SU_T1-R5,3,7
L_LTX068_SU_T1-R5,4,5
L_LTX068_SU_T1-R5,5,3
L_LTX068_SU_T1-R5,6,0
L_LTX068_SU_T1-R5,7,0
L_LTX068_SU_T1-R5,8,0
L_LTX068_SU_T1-R6,1,0
L_LTX068_SU_T1-R6,2,7
L_LTX068_SU_T1-R6,3,0
L_LTX068_SU_T1-R6,4,0
L_LTX068_SU_T1-R6,5,0
L_LTX068_SU_T1-R6,6,0
L_LTX068_SU_T1-R6,7,0
L_LTX068_SU_T1-R6,8,0
L_LTX072_SU_T1-R1,1,0
L_LTX072_SU_T1-R1,2,9
L_LTX072_SU_T1-R1,3,5
L_LTX072_SU_T1-R1,4,0
L_LTX072_SU_T1-R1,5,1
L_LTX072_SU_T1-R1,6,4
L_LTX072_SU_T1-R1,7,0
L_LTX072_SU_T1-R1,8,0
L_LTX072_SU_T1-R2,1,0
L_LTX072_SU_T1-R2,2,1
L_LTX072_SU_T1-R2,3,3
L_LTX072_SU_T1-R2,4,2
L_LTX072_SU_T1-R2,5,0
L_LTX072_SU_T1-R2,6,0
L_LTX072_SU_T1-R2,7,0
L_LTX072_SU_T1-R2,8,0
L_LTX079_SU_T1-R1,1,4
L_LTX079_SU_T1-R1,2,7
L_LTX079_SU_T1-R1,3,13
L_LTX079_SU_T1-R1,4,1
L_LTX079_SU_T1-R1,5,0
L_LTX079_SU_T1-R1,6,0
L_LTX079_SU_T1-R1,7,0
L_LTX079_SU_T1-R1,8,0
L_LTX079_SU_T1-R3,1,0
L_LTX079_SU_T1-R3,2,6
L_LTX079_SU_T1-R3,3,1
L_LTX079_SU_T1-R3,4,0
L_LTX079_SU_T1-R3,5,0
L_LTX079_SU_T1-R3,6,0
L_LTX079_SU_T1-R3,7,0
L_LTX079_SU_T1-R3,8,0
L_LTX090_SU_T1-R1,1,0
L_LTX090_SU_T1-R1,2,1
L_LTX090_SU_T1-R1,3,11
L_LTX090_SU_T1-R1,4,1
L_LTX090_SU_T1-R1,5,0
L_LTX090_SU_T1-R1,6,1
L_LTX090_SU_T1-R1,7,0
L_LTX090_SU_T1-R1,8,0
L_LTX090_SU_T1-R2,1,0
L_LTX090_SU_T1-R2,2,1
L_LTX090_SU_T1-R2,3,8
L_LTX090_SU_T1-R2,4,1
L_LTX090_SU_T1-R2,5,2
L_LTX090_SU_T1-R2,6,0
L_LTX090_SU_T1-R2,7,0
L_LTX090_SU_T1-R2,8,0
L_LTX104_SU_T1-R1,1,0
L_LTX104_SU_T1-R1,2,4
L_LTX104_SU_T1-R1,3,5
L_LTX104_SU_T1-R1,4,1
L_LTX104_SU_T1-R1,5,0
L_LTX104_SU_T1-R1,6,0
L_LTX104_SU_T1-R1,7,0
L_LTX104_SU_T1-R1,8,0
L_LTX104_SU_T1-R2,1,0
L_LTX104_SU_T1-R2,2,4
L_LTX104_SU_T1-R2,3,6
L_LTX104_SU_T1-R2,4,0
L_LTX104_SU_T1-R2,5,0
L_LTX104_SU_T1-R2,6,0
L_LTX104_SU_T1-R2,7,0
L_LTX104_SU_T1-R2,8,0
L_LTX104_SU_T1-R3,1,0
L_LTX104_SU_T1-R3,2,3
L_LTX104_SU_T1-R3,3,6
L_LTX104_SU_T1-R3,4,0
L_LTX104_SU_T1-R3,5,0
L_LTX104_SU_T1-R3,6,0
L_LTX104_SU_T1-R3,7,0
L_LTX104_SU_T1-R3,8,0
L_LTX110_SU_LN1,1,0
L_LTX110_SU_LN1,2,2
L_LTX110_SU_LN1,3,5
L_LTX110_SU_LN1,4,0
L_LTX110_SU_LN1,5,0
L_LTX110_SU_LN1,6,0
L_LTX110_SU_LN1,7,0
L_LTX110_SU_LN1,8,0
L_LTX110_SU_LN2,1,0
L_LTX110_SU_LN2,2,2
L_LTX110_SU_LN2,3,4
L_LTX110_SU_LN2,4,1
L_LTX110_SU_LN2,5,0
L_LTX110_SU_LN2,6,0
L_LTX110_SU_LN2,7,0
L_LTX110_SU_LN2,8,0
L_LTX110_SU_T1-R1,1,0
L_LTX110_SU_T1-R1,2,3
L_LTX110_SU_T1-R1,3,3
L_LTX110_SU_T1-R1,4,1
L_LTX110_SU_T1-R1,5,0
L_LTX110_SU_T1-R1,6,0
L_LTX110_SU_T1-R1,7,0
L_LTX110_SU_T1-R1,8,0
L_LTX110_SU_T1-R2,1,3
L_LTX110_SU_T1-R2,2,26
L_LTX110_SU_T1-R2,3,4
L_LTX110_SU_T1-R2,4,3
L_LTX110_SU_T1-R2,5,1
L_LTX110_SU_T1-R2,6,1
L_LTX110_SU_T1-R2,7,1
L_LTX110_SU_T1-R2,8,2
L_LTX113_SU_LN1,1,1
L_LTX113_SU_LN1,2,0
L_LTX113_SU_LN1,3,3
L_LTX113_SU_LN1,4,0
L_LTX113_SU_LN1,5,0
L_LTX113_SU_LN1,6,0
L_LTX113_SU_LN1,7,0
L_LTX113_SU_LN1,8,0
L_LTX113_SU_T1-R1,1,0
L_LTX113_SU_T1-R1,2,2
L_LTX113_SU_T1-R1,3,9
L_LTX113_SU_T1-R1,4,9
L_LTX113_SU_T1-R1,5,0
L_LTX113_SU_T1-R1,6,0
L_LTX113_SU_T1-R1,7,1
L_LTX113_SU_T1-R1,8,0
L_LTX113_SU_T1-R2,1,0
L_LTX113_SU_T1-R2,2,0
L_LTX113_SU_T1-R2,3,1
L_LTX113_SU_T1-R2,4,5
L_LTX113_SU_T1-R2,5,4
L_LTX113_SU_T1-R2,6,4
L_LTX113_SU_T1-R2,7,0
L_LTX113_SU_T1-R2,8,1
L_LTX113_SU_T1-R3,1,0
L_LTX113_SU_T1-R3,2,0
L_LTX113_SU_T1-R3,3,2
L_LTX113_SU_T1-R3,4,7
L_LTX113_SU_T1-R3,5,2
L_LTX113_SU_T1-R3,6,3
L_LTX113_SU_T1-R3,7,0
L_LTX113_SU_T1-R3,8,1
L_LTX113_SU_T1-R4,1,0
L_LTX113_SU_T1-R4,2,0
L_LTX113_SU_T1-R4,3,1
L_LTX113_SU_T1-R4,4,7
L_LTX113_SU_T1-R4,5,6
L_LTX113_SU_T1-R4,6,5
L_LTX113_SU_T1-R4,7,0
L_LTX113_SU_T1-R4,8,2
L_LTX113_SU_T1-R5,1,0
L_LTX113_SU_T1-R5,2,1
L_LTX113_SU_T1-R5,3,0
L_LTX113_SU_T1-R5,4,3
L_LTX113_SU_T1-R5,5,6
L_LTX113_SU_T1-R5,6,5
L_LTX113_SU_T1-R5,7,1
L_LTX113_SU_T1-R5,8,1
L_LTX113_SU_T1-R6,1,0
L_LTX113_SU_T1-R6,2,0
L_LTX113_SU_T1-R6,3,2
L_LTX113_SU_T1-R6,4,2
L_LTX113_SU_T1-R6,5,7
L_LTX113_SU_T1-R6,6,5
L_LTX113_SU_T1-R6,7,0
L_LTX113_SU_T1-R6,8,2
L_LTX113_SU_T1-R7,1,0
L_LTX113_SU_T1-R7,2,0
L_LTX113_SU_T1-R7,3,1
L_LTX113_SU_T1-R7,4,2
L_LTX113_SU_T1-R7,5,6
L_LTX113_SU_T1-R7,6,3
L_LTX113_SU_T1-R7,7,0
L_LTX113_SU_T1-R7,8,1
L_LTX113_SU_T1-R8,1,2
L_LTX113_SU_T1-R8,2,1
L_LTX113_SU_T1-R8,3,5
L_LTX113_SU_T1-R8,4,0
L_LTX113_SU_T1-R8,5,0
L_LTX113_SU_T1-R8,6,0
L_LTX113_SU_T1-R8,7,0
L_LTX113_SU_T1-R8,8,0
L_LTX115_SU_T1-R1,1,1
L_LTX115_SU_T1-R1,2,6
L_LTX115_SU_T1-R1,3,3
L_LTX115_SU_T1-R1,4,0
L_LTX115_SU_T1-R1,5,1
L_LTX115_SU_T1-R1,6,3
L_LTX115_SU_T1-R1,7,1
L_LTX115_SU_T1-R1,8,0
L_LTX115_SU_T1-R2,1,1
L_LTX115_SU_T1-R2,2,6
