sample,clonality,count,proportion
M_LTX133_SU_T1-R3,subclonal,13,0.35135135135135137
M_LTX133_SU_T1-R4,clonal,32,0.5714285714285714
M_LTX133_SU_T1-R4,subclonal,24,0.42857142857142855
M_LTX133_SU_T1-R5,clonal,33,0.6
M_LTX133_SU_T1-R5,subclonal,22,0.4
M_LTX133_SU_T1-R6,clonal,32,0.5517241379310345
M_LTX133_SU_T1-R6,subclonal,26,0.4482758620689655
M_LTX133_SU_T1-R7,clonal,36,0.6428571428571429
M_LTX133_SU_T1-R7,subclonal,20,0.35714285714285715
M_LTX142_SU_T1-R1,clonal,30,0.9090909090909091
M_LTX142_SU_T1-R1,subclonal,3,0.09090909090909091
M_LTX142_SU_T1-R2,clonal,35,0.9459459459459459
M_LTX142_SU_T1-R2,subclonal,2,0.05405405405405406
M_LTX149_SU_T1-R1,clonal,23,0.7666666666666667
M_LTX149_SU_T1-R1,subclonal,7,0.23333333333333334
M_LTX149_SU_T1-R2,clonal,21,0.84
M_LTX149_SU_T1-R2,subclonal,4,0.16
M_LTX149_SU_T1-R3,clonal,22,0.7586206896551724
M_LTX149_SU_T1-R3,subclonal,7,0.2413793103448276
M_LTX149_SU_T1-R4,clonal,18,0.72
M_LTX149_SU_T1-R4,subclonal,7,0.28
M_LTX159_SU_T1-R1,clonal,6,0.2222222222222222
M_LTX159_SU_T1-R1,subclonal,21,0.7777777777777778
M_LTX159_SU_T1-R2,clonal,7,0.5833333333333334
M_LTX159_SU_T1-R2,subclonal,5,0.4166666666666667
M_LTX159_SU_T1-R3,clonal,7,0.5384615384615384
M_LTX159_SU_T1-R3,subclonal,6,0.46153846153846156
M_LTX159_SU_T1-R4,clonal,7,0.4117647058823529
M_LTX159_SU_T1-R4,subclonal,10,0.5882352941176471
M_LTX159_SU_T1-R5,clonal,7,0.5
M_LTX159_SU_T1-R5,subclonal,7,0.5
M_LTX162_SU_T1-R1,clonal,15,0.8823529411764706
M_LTX162_SU_T1-R1,subclonal,2,0.11764705882352941
M_LTX162_SU_T1-R2,clonal,8,0.8888888888888888
M_LTX162_SU_T1-R2,subclonal,1,0.1111111111111111
M_LTX169_SU_T1-R1,clonal,7,0.5833333333333334
M_LTX169_SU_T1-R1,subclonal,5,0.4166666666666667
M_LTX169_SU_T1-R2,clonal,9,0.5625
M_LTX169_SU_T1-R2,subclonal,7,0.4375
M_LTX169_SU_T1-R3,clonal,10,0.37037037037037035
M_LTX169_SU_T1-R3,subclonal,17,0.6296296296296297
M_LTX169_SU_T1-R4,clonal,8,0.5
M_LTX169_SU_T1-R4,subclonal,8,0.5
M_LTX170_SU_T1-R1,clonal,29,0.9354838709677419
M_LTX170_SU_T1-R1,subclonal,2,0.06451612903225806
M_LTX170_SU_T1-R2,clonal,32,0.9696969696969697
M_LTX170_SU_T1-R2,subclonal,1,0.030303030303030304
M_LTX175_SU_T1-R1,clonal,71,0.8452380952380952
M_LTX175_SU_T1-R1,subclonal,13,0.15476190476190477
M_LTX175_SU_T1-R2,clonal,71,0.7634408602150538
M_LTX175_SU_T1-R2,subclonal,22,0.23655913978494625
M_LTX175_SU_T1-R3,clonal,73,0.8111111111111111
M_LTX175_SU_T1-R3,subclonal,17,0.18888888888888888
M_LTX175_SU_T1-R4,clonal,97,0.782258064516129
M_LTX175_SU_T1-R4,subclonal,27,0.21774193548387097
M_LTX178_SU_T1-R1,clonal,8,0.4
M_LTX178_SU_T1-R1,subclonal,12,0.6
M_LTX178_SU_T1-R2,clonal,8,0.5333333333333333
M_LTX178_SU_T1-R2,subclonal,7,0.4666666666666667
M_LTX181_SU_T1-R1,clonal,2,0.3333333333333333
M_LTX181_SU_T1-R1,subclonal,4,0.6666666666666666
M_LTX181_SU_T1-R2,clonal,8,1
M_LTX196_SU_T1-R1,clonal,12,0.4444444444444444
M_LTX196_SU_T1-R1,subclonal,15,0.5555555555555556
M_LTX196_SU_T1-R2,clonal,18,0.6206896551724138
M_LTX196_SU_T1-R2,subclonal,11,0.3793103448275862
M_LTX214_SU_T1-R1,clonal,20,0.425531914893617
M_LTX214_SU_T1-R1,subclonal,27,0.574468085106383
M_LTX214_SU_T1-R2,clonal,12,0.5714285714285714
M_LTX214_SU_T1-R2,subclonal,9,0.42857142857142855
M_LTX232_SU_T1-R1,clonal,32,0.7804878048780488
M_LTX232_SU_T1-R1,subclonal,9,0.21951219512195122
M_LTX232_SU_T1-R2,clonal,40,1
M_LTX240_SU_T1-R1,clonal,25,0.78125
M_LTX240_SU_T1-R1,subclonal,7,0.21875
M_LTX240_SU_T1-R2,clonal,34,0.7727272727272727
M_LTX240_SU_T1-R2,subclonal,10,0.22727272727272727
M_LTX240_SU_T1-R3,clonal,26,0.7428571428571429
M_LTX240_SU_T1-R3,subclonal,9,0.2571428571428571
M_LTX242_SU_T1-R1,clonal,11,0.8461538461538461
M_LTX242_SU_T1-R1,subclonal,2,0.15384615384615385
M_LTX242_SU_T1-R2,clonal,14,0.6363636363636364
M_LTX242_SU_T1-R2,subclonal,8,0.36363636363636365
M_LTX249_SU_T1-R1,clonal,25,0.78125
M_LTX249_SU_T1-R1,subclonal,7,0.21875
M_LTX249_SU_T1-R2,clonal,32,0.9696969696969697
M_LTX249_SU_T1-R2,subclonal,1,0.030303030303030304
M_LTX249_SU_T1-R3,clonal,26,0.6666666666666666
M_LTX249_SU_T1-R3,subclonal,13,0.3333333333333333
M_LTX250_SU_LN1,clonal,5,0.21739130434782608
M_LTX250_SU_LN1,subclonal,18,0.782608695652174
M_LTX250_SU_LN2,clonal,5,0.1724137931034483
M_LTX250_SU_LN2,subclonal,24,0.8275862068965517
M_LTX250_SU_T1-R1,clonal,5,0.06666666666666667
M_LTX250_SU_T1-R1,subclonal,70,0.9333333333333333
M_LTX250_SU_T1-R2,clonal,5,0.13513513513513514
M_LTX250_SU_T1-R2,subclonal,32,0.8648648648648649
M_LTX250_SU_T1-R3,clonal,5,1
M_LTX251_SU_T1-R1,clonal,46,0.92
M_LTX251_SU_T1-R1,subclonal,4,0.08
M_LTX251_SU_T1-R2,clonal,35,0.8333333333333334
M_LTX251_SU_T1-R2,subclonal,7,0.16666666666666666
R_LTX120_SU_T1-R1,clonal,21,0.84
R_LTX120_SU_T1-R1,subclonal,4,0.16
R_LTX120_SU_T1-R2,clonal,23,0.9583333333333334
R_LTX120_SU_T1-R2,subclonal,1,0.041666666666666664
R_LTX145_SU_T1-R1,clonal,16,0.7619047619047619
R_LTX145_SU_T1-R1,subclonal,5,0.23809523809523808
R_LTX145_SU_T1-R2,clonal,12,0.7058823529411765
R_LTX145_SU_T1-R2,subclonal,5,0.29411764705882354
R_LTX145_SU_T1-R3,clonal,13,0.7222222222222222
R_LTX145_SU_T1-R3,subclonal,5,0.2777777777777778
R_LTX145_SU_T1-R4,clonal,12,0.7058823529411765
R_LTX145_SU_T1-R4,subclonal,5,0.29411764705882354
R_LTX201_SU_LN1,clonal,5,1
R_LTX201_SU_T1-R1,clonal,5,0.18518518518518517
R_LTX201_SU_T1-R1,subclonal,22,0.8148148148148148
R_LTX201_SU_T1-R2,clonal,5,1
R_LTX201_SU_T1-R3,clonal,5,0.22727272727272727
R_LTX201_SU_T1-R3,subclonal,17,0.7727272727272727
R_LTX201_SU_T1-R4,clonal,5,0.2631578947368421
R_LTX201_SU_T1-R4,subclonal,14,0.7368421052631579
R_LTX201_SU_T1-R5,clonal,5,0.22727272727272727
R_LTX201_SU_T1-R5,subclonal,17,0.7727272727272727
R_LTX201_SU_T1-R6,clonal,5,0.16129032258064516
R_LTX201_SU_T1-R6,subclonal,26,0.8387096774193549
R_LTX201_SU_T1-R7,clonal,5,0.19230769230769232
R_LTX201_SU_T1-R7,subclonal,21,0.8076923076923077
R_LTX203_SU_LN1,clonal,6,0.2857142857142857
R_LTX203_SU_LN1,subclonal,15,0.7142857142857143
R_LTX203_SU_T1-R1,clonal,6,0.10344827586206896
R_LTX203_SU_T1-R1,subclonal,52,0.896551724137931
R_LTX203_SU_T1-R2,clonal,6,0.09375
R_LTX203_SU_T1-R2,subclonal,58,0.90625
R_LTX203_SU_T1-R3,clonal,5,0.38461538461538464
R_LTX203_SU_T1-R3,subclonal,8,0.6153846153846154
R_LTX203_SU_T1-R4,clonal,5,0.07936507936507936
R_LTX203_SU_T1-R4,subclonal,58,0.9206349206349206
U_LTX001_SU_T1-R1,clonal,7,0.7
U_LTX001_SU_T1-R1,subclonal,3,0.3
U_LTX001_SU_T1-R2,clonal,8,0.7272727272727273
U_LTX001_SU_T1-R2,subclonal,3,0.2727272727272727
U_LTX001_SU_T1-R3,clonal,12,0.75
U_LTX001_SU_T1-R3,none,1,0.0625
U_LTX001_SU_T1-R3,subclonal,3,0.1875
U_LTX012_SU_T1-R1,clonal,53,0.9137931034482759
U_LTX012_SU_T1-R1,subclonal,5,0.08620689655172414
U_LTX012_SU_T1-R2,clonal,53,0.9636363636363636
U_LTX012_SU_T1-R2,subclonal,2,0.03636363636363636
U_LTX018_SU_T1-R1,clonal,19,1
U_LTX019_SU_T1-R1,clonal,5,0.3333333333333333
U_LTX019_SU_T1-R1,subclonal,10,0.6666666666666666
U_LTX019_SU_T1-R2,clonal,5,0.8333333333333334
U_LTX019_SU_T1-R2,subclonal,1,0.16666666666666666
U_LTX019_SU_T1-R3,clonal,5,0.07692307692307693
U_LTX019_SU_T1-R3,subclonal,60,0.9230769230769231
U_LTX019_SU_T1-R4,clonal,5,0.08196721311475409
U_LTX019_SU_T1-R4,subclonal,56,0.9180327868852459
U_LTX019_SU_T1-R5,clonal,5,0.08771929824561403
U_LTX019_SU_T1-R5,subclonal,52,0.9122807017543859
U_LTX019_SU_T1-R6,clonal,5,0.1282051282051282
U_LTX019_SU_T1-R6,subclonal,34,0.8717948717948718
U_LTX019_SU_T1-R7,clonal,5,0.125
U_LTX019_SU_T1-R7,subclonal,35,0.875
U_LTX022_SU_T1-R1,clonal,4,0.17391304347826086
U_LTX022_SU_T1-R1,subclonal,19,0.8260869565217391
U_LTX022_SU_T1-R2,clonal,4,0.17391304347826086
U_LTX022_SU_T1-R2,subclonal,19,0.8260869565217391
U_LTX022_SU_T1-R3,clonal,4,0.6666666666666666
U_LTX022_SU_T1-R3,subclonal,2,0.3333333333333333
U_LTX022_SU_T1-R4,clonal,4,0.4
U_LTX022_SU_T1-R4,subclonal,6,0.6
U_LTX022_SU_T1-R5,clonal,4,0.14814814814814814
U_LTX022_SU_T1-R5,subclonal,23,0.8518518518518519
U_LTX022_SU_T1-R6,clonal,4,1
U_LTX029_SU_T1-R1,clonal,42,0.7636363636363637
U_LTX029_SU_T1-R1,subclonal,13,0.23636363636363636
U_LTX029_SU_T1-R2,clonal,32,0.64
U_LTX029_SU_T1-R2,subclonal,18,0.36
U_LTX030_SU_T1-R1,clonal,24,0.9230769230769231
U_LTX030_SU_T1-R1,subclonal,2,0.07692307692307693
U_LTX030_SU_T1-R2,clonal,18,0.6666666666666666
U_LTX030_SU_T1-R2,subclonal,9,0.3333333333333333
U_LTX031_SU_T1-R2,subclonal,35,1
U_LTX036_SU_T1-R1,clonal,5,0.09259259259259259
U_LTX036_SU_T1-R1,none,1,0.018518518518518517
U_LTX036_SU_T1-R1,subclonal,48,0.8888888888888888
U_LTX036_SU_T1-R2,clonal,5,1
U_LTX036_SU_T1-R3,clonal,5,0.07246376811594203
U_LTX036_SU_T1-R3,subclonal,64,0.927536231884058
U_LTX036_SU_T1-R4,clonal,5,0.07352941176470588
U_LTX036_SU_T1-R4,subclonal,63,0.9264705882352942
U_LTX036_SU_T1-R5,clonal,5,0.5555555555555556
U_LTX036_SU_T1-R5,subclonal,4,0.4444444444444444
U_LTX036_SU_T1-R6,clonal,5,0.08333333333333333
U_LTX036_SU_T1-R6,subclonal,55,0.9166666666666666
U_LTX036_SU_T1-R7,clonal,5,0.5555555555555556
U_LTX036_SU_T1-R7,subclonal,4,0.4444444444444444
U_LTX036_SU_T1-R8,clonal,5,0.29411764705882354
U_LTX036_SU_T1-R8,subclonal,12,0.7058823529411765
U_LTX039_SU_T1-R1,subclonal,13,1
U_LTX051_SU_T1-R1,clonal,16,0.6956521739130435
U_LTX051_SU_T1-R1,subclonal,7,0.30434782608695654
U_LTX051_SU_T1-R2,clonal,26,0.896551724137931
U_LTX051_SU_T1-R2,subclonal,3,0.10344827586206896
U_LTX058_SU_T1-R1,clonal,47,0.746031746031746
U_LTX058_SU_T1-R1,subclonal,16,0.25396825396825395
U_LTX058_SU_T1-R2,clonal,58,0.6590909090909091
U_LTX058_SU_T1-R2,subclonal,30,0.3409090909090909
U_LTX058_SU_T1-R3,clonal,78,0.6610169491525424
U_LTX058_SU_T1-R3,subclonal,40,0.3389830508474576
U_LTX058_SU_T1-R4,clonal,39,0.6290322580645161
U_LTX058_SU_T1-R4,subclonal,23,0.3709677419354839
U_LTX058_SU_T1-R5,clonal,38,0.6551724137931034
U_LTX058_SU_T1-R5,subclonal,20,0.3448275862068966
U_LTX060_SU_T1-R1,clonal,77,0.9166666666666666
U_LTX060_SU_T1-R1,subclonal,7,0.08333333333333333
U_LTX060_SU_T1-R2,clonal,68,0.8717948717948718
U_LTX060_SU_T1-R2,subclonal,10,0.1282051282051282
U_LTX076_SU_T1-R1,clonal,55,0.8870967741935484
U_LTX076_SU_T1-R1,subclonal,7,0.11290322580645161
U_LTX076_SU_T1-R2,clonal,56,0.875
U_LTX076_SU_T1-R2,subclonal,8,0.125
U_LTX076_SU_T1-R3,clonal,55,0.859375
U_LTX076_SU_T1-R3,subclonal,9,0.140625
U_LTX076_SU_T1-R4,clonal,55,0.8870967741935484
U_LTX076_SU_T1-R4,subclonal,7,0.11290322580645161
U_LTX082_SU_T1-R1,clonal,6,1
U_LTX082_SU_T1-R2,clonal,5,0.09259259259259259
U_LTX082_SU_T1-R2,subclonal,49,0.9074074074074074
U_LTX082_SU_T1-R3,clonal,5,1
U_LTX082_SU_T1-R4,clonal,6,1
U_LTX086_SU_T1-R1,clonal,27,1
U_LTX091_SU_T1-R1,clonal,25,0.78125
U_LTX091_SU_T1-R1,subclonal,7,0.21875
U_LTX091_SU_T1-R2,clonal,26,0.9285714285714286
U_LTX091_SU_T1-R2,subclonal,2,0.07142857142857142
U_LTX092_SU_T1-R1,clonal,69,0.8846153846153846
U_LTX092_SU_T1-R1,subclonal,9,0.11538461538461539
U_LTX092_SU_T1-R2,clonal,74,0.9487179487179487
U_LTX092_SU_T1-R2,subclonal,4,0.05128205128205128
U_LTX092_SU_T1-R3,clonal,95,0.7661290322580645
U_LTX092_SU_T1-R3,subclonal,29,0.23387096774193547
U_LTX095_SU_T1-R1,clonal,11,0.55
U_LTX095_SU_T1-R1,subclonal,9,0.45
U_LTX095_SU_T1-R2,clonal,12,0.5714285714285714
U_LTX095_SU_T1-R2,subclonal,9,0.42857142857142855
U_LTX097_SU_T1-R1,clonal,4,1
U_LTX097_SU_T1-R2,clonal,4,0.06557377049180328
U_LTX097_SU_T1-R2,subclonal,57,0.9344262295081968
U_LTX097_SU_T1-R3,clonal,4,0.26666666666666666
U_LTX097_SU_T1-R3,subclonal,11,0.7333333333333333
U_LTX097_SU_T1-R4,clonal,4,0.0547945205479452
U_LTX097_SU_T1-R4,subclonal,69,0.9452054794520548
U_LTX097_SU_T1-R5,clonal,4,0.05194805194805195
U_LTX097_SU_T1-R5,subclonal,73,0.948051948051948
U_LTX097_SU_T1-R6,clonal,4,0.05555555555555555
U_LTX097_SU_T1-R6,subclonal,68,0.9444444444444444
U_LTX097_SU_T1-R7,clonal,4,0.0784313725490196
U_LTX097_SU_T1-R7,subclonal,47,0.9215686274509803
U_LTX097_SU_T1-R8,clonal,4,0.056338028169014086
U_LTX097_SU_T1-R8,subclonal,67,0.9436619718309859
U_LTX103_SU_LN1,clonal,11,0.36666666666666664
U_LTX103_SU_LN1,subclonal,19,0.6333333333333333
U_LTX103_SU_T1-R1,clonal,8,0.2222222222222222
U_LTX103_SU_T1-R1,subclonal,28,0.7777777777777778
U_LTX103_SU_T1-R2,clonal,10,0.2777777777777778
U_LTX103_SU_T1-R2,subclonal,26,0.7222222222222222
U_LTX103_SU_T1-R3,clonal,14,0.4666666666666667
U_LTX103_SU_T1-R3,subclonal,16,0.5333333333333333
U_LTX107_SU_LN1,clonal,8,0.3076923076923077
U_LTX107_SU_LN1,subclonal,18,0.6923076923076923
U_LTX107_SU_T1-R1,clonal,5,0.05555555555555555
U_LTX107_SU_T1-R1,subclonal,85,0.9444444444444444
U_LTX107_SU_T1-R2,clonal,5,0.06666666666666667
U_LTX107_SU_T1-R2,subclonal,70,0.9333333333333333
U_LTX107_SU_T1-R3,clonal,4,0.18181818181818182
U_LTX107_SU_T1-R3,subclonal,18,0.8181818181818182
U_LTX107_SU_T1-R4,clonal,5,0.058823529411764705
U_LTX107_SU_T1-R4,subclonal,80,0.9411764705882353
U_LTX107_SU_T1-R6,clonal,4,0.05405405405405406
U_LTX107_SU_T1-R6,subclonal,70,0.9459459459459459
U_LTX107_SU_T1-R7,clonal,4,0.0625
U_LTX107_SU_T1-R7,subclonal,60,0.9375
U_LTX111_SU_T1-R1,clonal,8,0.11764705882352941
U_LTX111_SU_T1-R1,none,1,0.014705882352941176
U_LTX111_SU_T1-R1,subclonal,59,0.8676470588235294
U_LTX111_SU_T1-R2,clonal,7,0.5
U_LTX111_SU_T1-R2,subclonal,7,0.5
U_LTX111_SU_T1-R3,clonal,7,0.1044776119402985
U_LTX111_SU_T1-R3,none,1,0.014925373134328358
U_LTX111_SU_T1-R3,subclonal,59,0.8805970149253731
U_LTX124_SU_T1-R1,clonal,5,0.625
U_LTX124_SU_T1-R1,subclonal,3,0.375
U_LTX124_SU_T1-R2,clonal,3,0.047619047619047616
U_LTX124_SU_T1-R2,subclonal,60,0.9523809523809523
U_LTX126_SU_T1-R1,clonal,30,0.7142857142857143
U_LTX126_SU_T1-R1,subclonal,12,0.2857142857142857
U_LTX126_SU_T1-R2,clonal,30,0.7142857142857143
U_LTX126_SU_T1-R2,subclonal,12,0.2857142857142857
U_LTX126_SU_T1-R3,clonal,29,0.7837837837837838
U_LTX126_SU_T1-R3,subclonal,8,0.21621621621621623
U_LTX126_SU_T1-R4,clonal,30,0.8333333333333334
U_LTX126_SU_T1-R4,subclonal,6,0.16666666666666666
U_LTX126_SU_T1-R5,clonal,26,0.8125
U_LTX126_SU_T1-R5,subclonal,6,0.1875
U_LTX126_SU_T1-R6,clonal,29,0.8285714285714286
U_LTX126_SU_T1-R6,subclonal,6,0.17142857142857143
U_LTX126_SU_T1-R7,clonal,26,0.8125
U_LTX126_SU_T1-R7,subclonal,6,0.1875
U_LTX137_SU_T1-R1,clonal,2,0.16666666666666666
U_LTX137_SU_T1-R1,subclonal,10,0.8333333333333334
U_LTX137_SU_T1-R2,clonal,2,0.2857142857142857
U_LTX137_SU_T1-R2,subclonal,5,0.7142857142857143
U_LTX144_SU_T1-R1,clonal,21,0.7241379310344828
U_LTX144_SU_T1-R1,subclonal,8,0.27586206896551724
U_LTX144_SU_T1-R2,clonal,19,0.6785714285714286
U_LTX144_SU_T1-R2,subclonal,9,0.32142857142857145
U_LTX144_SU_T1-R3,clonal,27,0.7941176470588235
U_LTX144_SU_T1-R3,subclonal,7,0.20588235294117646
U_LTX156_SU_T1-R1,clonal,53,0.7162162162162162
U_LTX156_SU_T1-R1,none,1,0.013513513513513514
U_LTX156_SU_T1-R1,subclonal,20,0.2702702702702703
U_LTX156_SU_T1-R2,clonal,38,0.6129032258064516
U_LTX156_SU_T1-R2,none,1,0.016129032258064516
U_LTX156_SU_T1-R2,subclonal,23,0.3709677419354839
U_LTX156_SU_T1-R3,clonal,48,0.676056338028169
U_LTX156_SU_T1-R3,none,1,0.014084507042253521
U_LTX156_SU_T1-R3,subclonal,22,0.30985915492957744
U_LTX156_SU_T1-R4,clonal,47,0.7966101694915254
U_LTX156_SU_T1-R4,subclonal,12,0.2033898305084746
U_LTX157_SU_T1-R1,clonal,8,0.4
U_LTX157_SU_T1-R1,subclonal,12,0.6
U_LTX157_SU_T1-R2,clonal,7,0.5833333333333334
U_LTX157_SU_T1-R2,subclonal,5,0.4166666666666667
U_LTX166_SU_T1-R1,clonal,27,0.7105263157894737
U_LTX166_SU_T1-R1,subclonal,11,0.2894736842105263
U_LTX166_SU_T1-R2,clonal,30,0.75
U_LTX166_SU_T1-R2,subclonal,10,0.25
U_LTX180_SU_T1-R1,clonal,24,0.8888888888888888
U_LTX180_SU_T1-R1,subclonal,3,0.1111111111111111
U_LTX180_SU_T1-R2,clonal,19,0.95
U_LTX180_SU_T1-R2,subclonal,1,0.05
U_LTX185_SU_T1-R1,clonal,15,0.75
U_LTX185_SU_T1-R1,subclonal,5,0.25
U_LTX185_SU_T1-R2,clonal,15,0.4166666666666667
U_LTX185_SU_T1-R2,subclonal,21,0.5833333333333334
U_LTX206_SU_T1-R1,clonal,25,0.7575757575757576
U_LTX206_SU_T1-R1,subclonal,8,0.24242424242424243
U_LTX206_SU_T1-R2,clonal,27,0.84375
U_LTX206_SU_T1-R2,subclonal,5,0.15625
U_LTX206_SU_T1-R3,clonal,29,0.725
U_LTX206_SU_T1-R3,subclonal,11,0.275
U_LTX216_SU_T1-R1,clonal,31,0.8378378378378378
U_LTX216_SU_T1-R1,subclonal,6,0.16216216216216217
U_LTX216_SU_T1-R2,clonal,43,0.9772727272727273
U_LTX216_SU_T1-R2,subclonal,1,0.022727272727272728
U_LTX245_SU_T1-R1,clonal,13,0.34210526315789475
U_LTX245_SU_T1-R1,subclonal,25,0.6578947368421053
U_LTX245_SU_T1-R2,clonal,13,0.9285714285714286
U_LTX245_SU_T1-R2,subclonal,1,0.07142857142857142
W_LTX127_SU_T1-R1,clonal,7,0.4375
W_LTX127_SU_T1-R1,subclonal,9,0.5625
W_LTX127_SU_T1-R2,clonal,6,0.35294117647058826
W_LTX127_SU_T1-R2,subclonal,11,0.6470588235294118
