sample,category,fragment_count,total_fragment_size_bp,total_fragment_size_mb
M_LTX015_SU_T1-R3,3,27,878750258,878.750258
M_LTX015_SU_T1-R3,4,9,15035543,15.035543
M_LTX015_SU_T1-R3,5,6,57806822,57.806822
M_LTX015_SU_T1-R3,6,2,54919778,54.919778
M_LTX015_SU_T1-R3,7,0,0,0
M_LTX015_SU_T1-R3,8,1,91217646,91.217646
M_LTX015_SU_T1-R4,1,0,0,0
M_LTX015_SU_T1-R4,2,10,121426548,121.426548
M_LTX015_SU_T1-R4,3,32,826903020,826.90302
M_LTX015_SU_T1-R4,4,11,78151851,78.151851
M_LTX015_SU_T1-R4,5,0,0,0
M_LTX015_SU_T1-R4,6,3,108550092,108.550092
M_LTX015_SU_T1-R4,7,0,0,0
M_LTX015_SU_T1-R4,8,1,6907045,6.907045
M_LTX016_SU_T1-R1,1,3,155527,0.155527
M_LTX016_SU_T1-R1,2,3,1779119,1.779119
M_LTX016_SU_T1-R1,3,5,6682774,6.682774
M_LTX016_SU_T1-R1,4,0,0,0
M_LTX016_SU_T1-R1,5,0,0,0
M_LTX016_SU_T1-R1,6,0,0,0
M_LTX016_SU_T1-R1,7,0,0,0
M_LTX016_SU_T1-R1,8,4,144441137,144.441137
M_LTX016_SU_T1-R2,1,4,592340,0.59234
M_LTX016_SU_T1-R2,2,8,25214624,25.214624
M_LTX016_SU_T1-R2,3,3,6136401,6.136401
M_LTX016_SU_T1-R2,4,1,41703,0.041703
M_LTX016_SU_T1-R2,5,0,0,0
M_LTX016_SU_T1-R2,6,1,0,0
M_LTX016_SU_T1-R2,7,0,0,0
M_LTX016_SU_T1-R2,8,3,144441137,144.441137
M_LTX016_SU_T1-R3,1,0,0,0
M_LTX016_SU_T1-R3,2,0,0,0
M_LTX016_SU_T1-R3,3,4,144441137,144.441137
M_LTX016_SU_T1-R3,4,0,0,0
M_LTX016_SU_T1-R3,5,0,0,0
M_LTX016_SU_T1-R3,6,0,0,0
M_LTX016_SU_T1-R3,7,0,0,0
M_LTX016_SU_T1-R3,8,0,0,0
M_LTX016_SU_T1-R4,1,1,15506,0.015506
M_LTX016_SU_T1-R4,2,2,961942,0.961942
M_LTX016_SU_T1-R4,3,3,15381723,15.381723
M_LTX016_SU_T1-R4,4,1,163925,0.163925
M_LTX016_SU_T1-R4,5,0,0,0
M_LTX016_SU_T1-R4,6,0,0,0
M_LTX016_SU_T1-R4,7,2,129435,0.129435
M_LTX016_SU_T1-R4,8,2,144311702,144.311702
M_LTX016_SU_T1-R5,1,3,281053,0.281053
M_LTX016_SU_T1-R5,2,3,25433961,25.433961
M_LTX016_SU_T1-R5,3,4,3273533,3.273533
M_LTX016_SU_T1-R5,4,2,172710,0.17271
M_LTX016_SU_T1-R5,5,0,0,0
M_LTX016_SU_T1-R5,6,0,0,0
M_LTX016_SU_T1-R5,7,0,0,0
M_LTX016_SU_T1-R5,8,4,144441137,144.441137
M_LTX025_SU_T1-R1,1,2,818459,0.818459
M_LTX025_SU_T1-R1,2,1,121723,0.121723
M_LTX025_SU_T1-R1,3,17,485159709,485.159709
M_LTX025_SU_T1-R1,4,4,150427637,150.427637
M_LTX025_SU_T1-R1,5,0,0,0
M_LTX025_SU_T1-R1,6,0,0,0
M_LTX025_SU_T1-R1,7,0,0,0
M_LTX025_SU_T1-R1,8,5,149342565,149.342565
M_LTX025_SU_T1-R2,1,3,5427331,5.427331
M_LTX025_SU_T1-R2,2,5,757736,0.757736
M_LTX025_SU_T1-R2,3,25,392811636,392.811636
M_LTX025_SU_T1-R2,4,14,260575759,260.575759
M_LTX025_SU_T1-R2,5,8,151711031,151.711031
M_LTX025_SU_T1-R2,6,0,0,0
M_LTX025_SU_T1-R2,7,1,0,0
M_LTX025_SU_T1-R2,8,4,148600091,148.600091
M_LTX025_SU_T1-R3,1,8,3295246,3.295246
M_LTX025_SU_T1-R3,2,12,13797025,13.797025
M_LTX025_SU_T1-R3,3,34,579780906,579.780906
M_LTX025_SU_T1-R3,4,4,86689064,86.689064
M_LTX025_SU_T1-R3,5,6,147080343,147.080343
M_LTX025_SU_T1-R3,6,1,729948,0.729948
M_LTX025_SU_T1-R3,7,0,0,0
M_LTX025_SU_T1-R3,8,6,149535370,149.53537
M_LTX025_SU_T1-R4,1,3,5610242,5.610242
M_LTX025_SU_T1-R4,2,2,62917624,62.917624000000004
M_LTX025_SU_T1-R4,3,40,659224359,659.224359
M_LTX025_SU_T1-R4,4,4,2044894,2.044894
M_LTX025_SU_T1-R4,5,4,148048219,148.048219
M_LTX025_SU_T1-R4,6,0,0,0
M_LTX025_SU_T1-R4,7,2,144311513,144.311513
M_LTX025_SU_T1-R4,8,0,0,0
M_LTX028_SU_T1-R1,1,0,0,0
M_LTX028_SU_T1-R1,2,6,40835040,40.83504
M_LTX028_SU_T1-R1,3,37,568129208,568.129208
M_LTX028_SU_T1-R1,4,23,481193884,481.193884
M_LTX028_SU_T1-R1,5,4,34075157,34.075157
M_LTX028_SU_T1-R1,6,2,14189911,14.189911
M_LTX028_SU_T1-R1,7,0,0,0
M_LTX028_SU_T1-R1,8,0,0,0
M_LTX028_SU_T1-R2,1,0,0,0
M_LTX028_SU_T1-R2,2,8,41523075,41.523075
M_LTX028_SU_T1-R2,3,34,574287979,574.287979
M_LTX028_SU_T1-R2,4,19,317395780,317.39578
M_LTX028_SU_T1-R2,5,6,67846780,67.84678
M_LTX028_SU_T1-R2,6,2,55658836,55.658836
M_LTX028_SU_T1-R2,7,1,89392022,89.392022
M_LTX028_SU_T1-R2,8,0,0,0
M_LTX028_SU_T1-R3,1,0,0,0
M_LTX028_SU_T1-R3,2,4,43385833,43.385833
M_LTX028_SU_T1-R3,3,39,584561286,584.561286
M_LTX028_SU_T1-R3,4,19,272640900,272.6409
M_LTX028_SU_T1-R3,5,10,109256803,109.256803
M_LTX028_SU_T1-R3,6,3,149173956,149.173956
M_LTX028_SU_T1-R3,7,0,0,0
M_LTX028_SU_T1-R3,8,0,0,0
M_LTX028_SU_T1-R4,1,0,0,0
M_LTX028_SU_T1-R4,2,5,1870369,1.870369
M_LTX028_SU_T1-R4,3,5,6371479,6.371479
M_LTX028_SU_T1-R4,4,0,0,0
M_LTX028_SU_T1-R4,5,2,868591,0.868591
M_LTX028_SU_T1-R4,6,2,144311702,144.311702
M_LTX028_SU_T1-R4,7,0,0,0
M_LTX028_SU_T1-R4,8,0,0,0
M_LTX028_SU_T1-R5,1,2,524503,0.524503
M_LTX028_SU_T1-R5,2,4,38270923,38.270923
M_LTX028_SU_T1-R5,3,32,507272456,507.272456
M_LTX028_SU_T1-R5,4,19,281374676,281.374676
M_LTX028_SU_T1-R5,5,4,110334727,110.334727
M_LTX028_SU_T1-R5,6,0,0,0
M_LTX028_SU_T1-R5,7,0,0,0
M_LTX028_SU_T1-R5,8,4,145180293,145.180293
M_LTX028_SU_T1-R6,1,0,0,0
M_LTX028_SU_T1-R6,2,6,41302094,41.302094
M_LTX028_SU_T1-R6,3,33,698058968,698.058968
M_LTX028_SU_T1-R6,4,17,334875347,334.875347
M_LTX028_SU_T1-R6,5,2,25900120,25.90012
M_LTX028_SU_T1-R6,6,3,55788271,55.788271
M_LTX028_SU_T1-R6,7,1,89392022,89.392022
M_LTX028_SU_T1-R6,8,0,0,0
M_LTX028_SU_T1-R7,1,0,0,0
M_LTX028_SU_T1-R7,2,7,44120418,44.120418
M_LTX028_SU_T1-R7,3,64,796239194,796.239194
M_LTX028_SU_T1-R7,4,15,231007656,231.007656
M_LTX028_SU_T1-R7,5,9,118648556,118.648556
M_LTX028_SU_T1-R7,6,2,19814295,19.814295
M_LTX028_SU_T1-R7,7,0,0,0
M_LTX028_SU_T1-R7,8,0,0,0
M_LTX028_SU_T1-R8,1,0,0,0
M_LTX028_SU_T1-R8,2,2,1267058,1.267058
M_LTX028_SU_T1-R8,3,7,3022719,3.022719
M_LTX028_SU_T1-R8,4,0,0,0
M_LTX028_SU_T1-R8,5,0,0,0
M_LTX028_SU_T1-R8,6,2,868591,0.868591
M_LTX028_SU_T1-R8,7,2,144311702,144.311702
M_LTX028_SU_T1-R8,8,0,0,0
M_LTX032_SU_T1-R1,1,0,0,0
M_LTX032_SU_T1-R1,2,4,1333800,1.3338
M_LTX032_SU_T1-R1,3,5,37090503,37.090503
M_LTX032_SU_T1-R1,4,17,387953121,387.953121
M_LTX032_SU_T1-R1,5,12,147440375,147.440375
M_LTX032_SU_T1-R1,6,6,49344972,49.344972
M_LTX032_SU_T1-R1,7,6,32186285,32.186285
M_LTX032_SU_T1-R1,8,12,190691234,190.691234
M_LTX032_SU_T1-R2,1,0,0,0
M_LTX032_SU_T1-R2,2,5,220717959,220.717959
M_LTX032_SU_T1-R2,3,27,561183561,561.183561
M_LTX032_SU_T1-R2,4,7,134037391,134.037391
M_LTX032_SU_T1-R2,5,5,38087733,38.087733
M_LTX032_SU_T1-R2,6,4,8796101,8.796101
M_LTX032_SU_T1-R2,7,2,19951478,19.951478
M_LTX032_SU_T1-R2,8,8,155665003,155.665003
M_LTX032_SU_T1-R3,1,2,103320,0.10332
M_LTX032_SU_T1-R3,2,1,40473291,40.473291
M_LTX032_SU_T1-R3,3,16,462994132,462.994132
M_LTX032_SU_T1-R3,4,8,75511921,75.511921
M_LTX032_SU_T1-R3,5,5,47264035,47.264035
M_LTX032_SU_T1-R3,6,1,6578064,6.578064
M_LTX032_SU_T1-R3,7,1,60234,0.060234
M_LTX032_SU_T1-R3,8,7,147960003,147.960003
M_LTX032_SU_T1-R4,1,0,0,0
M_LTX032_SU_T1-R4,2,1,17843,0.017843
M_LTX032_SU_T1-R4,3,9,48345402,48.345402
M_LTX032_SU_T1-R4,4,24,472582545,472.582545
M_LTX032_SU_T1-R4,5,12,70892995,70.892995
M_LTX032_SU_T1-R4,6,6,25177577,25.177577
M_LTX032_SU_T1-R4,7,7,58960349,58.960349
M_LTX032_SU_T1-R4,8,7,137502657,137.502657
M_LTX035_SU_T1-R1,1,0,0,0
M_LTX035_SU_T1-R1,2,10,40919305,40.919305
M_LTX035_SU_T1-R1,3,23,488907085,488.907085
M_LTX035_SU_T1-R1,4,5,7889927,7.889927
M_LTX035_SU_T1-R1,5,2,1589045,1.589045
M_LTX035_SU_T1-R1,6,5,134801086,134.801086
M_LTX035_SU_T1-R1,7,0,0,0
M_LTX035_SU_T1-R1,8,3,11097015,11.097015
M_LTX035_SU_T1-R2,1,0,0,0
M_LTX035_SU_T1-R2,2,0,0,0
M_LTX035_SU_T1-R2,3,5,148581513,148.581513
M_LTX035_SU_T1-R2,4,0,0,0
M_LTX035_SU_T1-R2,5,0,0,0
M_LTX035_SU_T1-R2,6,0,0,0
M_LTX035_SU_T1-R2,7,0,0,0
M_LTX035_SU_T1-R2,8,0,0,0
M_LTX063_SU_T1-R1,1,0,0,0
M_LTX063_SU_T1-R1,2,8,2890329,2.890329
M_LTX063_SU_T1-R1,3,5,11991430,11.99143
M_LTX063_SU_T1-R1,4,1,0,0
M_LTX063_SU_T1-R1,5,1,129435,0.129435
M_LTX063_SU_T1-R1,6,3,139238472,139.238472
M_LTX063_SU_T1-R1,7,0,0,0
M_LTX063_SU_T1-R1,8,0,0,0
M_LTX063_SU_T1-R2,1,2,868259,0.868259
M_LTX063_SU_T1-R2,2,30,696429361,696.429361
M_LTX063_SU_T1-R2,3,8,57897976,57.897976
M_LTX063_SU_T1-R2,4,4,4245159,4.245159
M_LTX063_SU_T1-R2,5,0,0,0
M_LTX063_SU_T1-R2,6,1,341633,0.341633
M_LTX063_SU_T1-R2,7,0,0,0
M_LTX063_SU_T1-R2,8,5,139367907,139.367907
M_LTX063_SU_T1-R3,1,1,108,1.08e-4
M_LTX063_SU_T1-R3,2,3,12150515,12.150515
M_LTX063_SU_T1-R3,3,21,402672759,402.672759
M_LTX063_SU_T1-R3,4,6,82519157,82.519157
M_LTX063_SU_T1-R3,5,8,35693897,35.693897
M_LTX063_SU_T1-R3,6,3,47387625,47.387625
M_LTX063_SU_T1-R3,7,2,107317,0.107317
M_LTX063_SU_T1-R3,8,3,139238472,139.238472
M_LTX063_SU_T1-R4,1,2,90697,0.090697
M_LTX063_SU_T1-R4,2,6,10750028,10.750028
M_LTX063_SU_T1-R4,3,20,381790435,381.790435
M_LTX063_SU_T1-R4,4,8,96625241,96.625241
M_LTX063_SU_T1-R4,5,6,36148461,36.148461
M_LTX063_SU_T1-R4,6,2,27850278,27.850278
M_LTX063_SU_T1-R4,7,2,74541278,74.541278
M_LTX063_SU_T1-R4,8,2,84318981,84.318981
M_LTX063_SU_T1-R5,1,0,0,0
M_LTX063_SU_T1-R5,2,2,28697085,28.697085
M_LTX063_SU_T1-R5,3,19,486233829,486.233829
M_LTX063_SU_T1-R5,4,4,68285058,68.285058
M_LTX063_SU_T1-R5,5,5,16867657,16.867657
M_LTX063_SU_T1-R5,6,4,25609914,25.609914
M_LTX063_SU_T1-R5,7,2,36664374,36.664374
M_LTX063_SU_T1-R5,8,3,139238472,139.238472
M_LTX063_SU_T1-R6,1,1,87815,0.087815
M_LTX063_SU_T1-R6,2,2,28800813,28.800813
M_LTX063_SU_T1-R6,3,19,490659506,490.659506
M_LTX063_SU_T1-R6,4,4,78333912,78.333912
M_LTX063_SU_T1-R6,5,5,26290192,26.290192
M_LTX063_SU_T1-R6,6,1,47464026,47.464026
M_LTX063_SU_T1-R6,7,1,0,0
M_LTX063_SU_T1-R6,8,5,140551659,140.551659
M_LTX073_SU_T1-R1,1,1,0,0
M_LTX073_SU_T1-R1,2,3,2736546,2.736546
M_LTX073_SU_T1-R1,3,11,88469821,88.469821
M_LTX073_SU_T1-R1,4,22,442201016,442.201016
M_LTX073_SU_T1-R1,5,21,263503371,263.503371
M_LTX073_SU_T1-R1,6,6,47090909,47.090909
M_LTX073_SU_T1-R1,7,6,36349552,36.349552
M_LTX073_SU_T1-R1,8,19,106802079,106.802079
M_LTX073_SU_T1-R2,1,1,38641,0.038641
M_LTX073_SU_T1-R2,2,11,74160158,74.160158
M_LTX073_SU_T1-R2,3,35,523541301,523.541301
M_LTX073_SU_T1-R2,4,8,156171693,156.171693
M_LTX073_SU_T1-R2,5,2,4898945,4.898945
M_LTX073_SU_T1-R2,6,3,8499150,8.49915
M_LTX073_SU_T1-R2,7,3,3238041,3.238041
M_LTX073_SU_T1-R2,8,7,6894684,6.894684
M_LTX073_SU_T1-R3,1,8,912340,0.91234
M_LTX073_SU_T1-R3,2,54,474529653,474.529653
M_LTX073_SU_T1-R3,3,46,515510507,515.510507
M_LTX073_SU_T1-R3,4,12,95466977,95.466977
M_LTX073_SU_T1-R3,5,4,6185180,6.18518
M_LTX073_SU_T1-R3,6,2,3902720,3.90272
M_LTX073_SU_T1-R3,7,3,3913000,3.913
M_LTX073_SU_T1-R3,8,3,2022567,2.022567
M_LTX073_SU_T1-R4,1,1,31347,0.031347
M_LTX073_SU_T1-R4,2,7,56685634,56.685634
M_LTX073_SU_T1-R4,3,27,504197035,504.197035
M_LTX073_SU_T1-R4,4,28,303239892,303.239892
M_LTX073_SU_T1-R4,5,10,48752291,48.752291
M_LTX073_SU_T1-R4,6,6,13910801,13.910801
M_LTX073_SU_T1-R4,7,4,65942945,65.942945
M_LTX073_SU_T1-R4,8,2,1369362,1.369362
M_LTX074_SU_T1-R1,1,1,472848,0.472848
M_LTX074_SU_T1-R1,2,34,929636047,929.636047
M_LTX074_SU_T1-R1,3,7,7812690,7.81269
M_LTX074_SU_T1-R1,4,1,13066390,13.06639
M_LTX074_SU_T1-R1,5,1,18927863,18.927863
M_LTX074_SU_T1-R1,6,0,0,0
M_LTX074_SU_T1-R1,7,0,0,0
M_LTX074_SU_T1-R1,8,0,0,0
M_LTX074_SU_T1-R2,1,4,2743758,2.743758
M_LTX074_SU_T1-R2,2,45,1585277251,1585.277251
M_LTX074_SU_T1-R2,3,7,103443041,103.443041
M_LTX074_SU_T1-R2,4,1,18963676,18.963676
M_LTX074_SU_T1-R2,5,0,0,0
M_LTX074_SU_T1-R2,6,0,0,0
M_LTX074_SU_T1-R2,7,0,0,0
M_LTX074_SU_T1-R2,8,0,0,0
M_LTX074_SU_T1-R3,1,3,791287,0.791287
M_LTX074_SU_T1-R3,2,49,1071164628,1071.164628
M_LTX074_SU_T1-R3,3,4,20571232,20.571232
M_LTX074_SU_T1-R3,4,1,15986627,15.986627
M_LTX074_SU_T1-R3,5,1,2484861,2.484861
M_LTX074_SU_T1-R3,6,0,0,0
M_LTX074_SU_T1-R3,7,0,0,0
M_LTX074_SU_T1-R3,8,0,0,0
M_LTX074_SU_T1-R4,1,9,2128845,2.128845
M_LTX074_SU_T1-R4,2,38,1466101152,1466.101152
M_LTX074_SU_T1-R4,3,10,147466862,147.466862
M_LTX074_SU_T1-R4,4,1,176,1.76e-4
M_LTX074_SU_T1-R4,5,1,284738,0.284738
M_LTX074_SU_T1-R4,6,0,0,0
M_LTX074_SU_T1-R4,7,0,0,0
M_LTX074_SU_T1-R4,8,0,0,0
M_LTX080_SU_T1-R1,1,0,0,0
M_LTX080_SU_T1-R1,2,1,305,3.05e-4
M_LTX080_SU_T1-R1,3,12,124744094,124.744094
M_LTX080_SU_T1-R1,4,4,43341434,43.341434
M_LTX080_SU_T1-R1,5,0,0,0
M_LTX080_SU_T1-R1,6,1,0,0
M_LTX080_SU_T1-R1,7,2,97204027,97.204027
M_LTX080_SU_T1-R1,8,3,39428627,39.428627
M_LTX080_SU_T1-R2,1,0,0,0
M_LTX080_SU_T1-R2,2,1,129435,0.129435
M_LTX080_SU_T1-R2,3,10,150857443,150.857443
M_LTX080_SU_T1-R2,4,2,2136760,2.13676
M_LTX080_SU_T1-R2,5,1,1072896,1.072896
M_LTX080_SU_T1-R2,6,5,128484200,128.4842
M_LTX080_SU_T1-R2,7,0,0,0
M_LTX080_SU_T1-R2,8,1,7067930,7.06793
M_LTX080_SU_T1-R3,1,0,0,0
M_LTX080_SU_T1-R3,2,1,129435,0.129435
M_LTX080_SU_T1-R3,3,13,111615463,111.615463
M_LTX080_SU_T1-R3,4,3,57238773,57.238773
M_LTX080_SU_T1-R3,5,0,0,0
M_LTX080_SU_T1-R3,6,6,129557096,129.557096
M_LTX080_SU_T1-R3,7,0,0,0
M_LTX080_SU_T1-R3,8,1,7067930,7.06793
M_LTX080_SU_T1-R4,1,0,0,0
M_LTX080_SU_T1-R4,2,0,0,0
M_LTX080_SU_T1-R4,3,17,195760842,195.760842
M_LTX080_SU_T1-R4,4,1,0,0
M_LTX080_SU_T1-R4,5,0,0,0
M_LTX080_SU_T1-R4,6,4,45423252,45.423252
M_LTX080_SU_T1-R4,7,2,84133844,84.133844
M_LTX080_SU_T1-R4,8,1,7067930,7.06793
M_LTX085_SU_T1-R1,1,0,0,0
M_LTX085_SU_T1-R1,2,3,31184337,31.184337
M_LTX085_SU_T1-R1,3,9,283404803,283.404803
M_LTX085_SU_T1-R1,4,15,266192910,266.19291
M_LTX085_SU_T1-R1,5,3,73005685,73.005685
M_LTX085_SU_T1-R1,6,4,116348115,116.348115
M_LTX085_SU_T1-R1,7,2,14211217,14.211217
M_LTX085_SU_T1-R1,8,1,3575113,3.575113
M_LTX085_SU_T1-R2,1,0,0,0
M_LTX085_SU_T1-R2,2,8,37489956,37.489956
M_LTX085_SU_T1-R2,3,4,4225237,4.225237
M_LTX085_SU_T1-R2,4,0,0,0
M_LTX085_SU_T1-R2,5,0,0,0
M_LTX085_SU_T1-R2,6,2,287,2.87e-4
M_LTX085_SU_T1-R2,7,3,147104164,147.104164
M_LTX085_SU_T1-R2,8,0,0,0
M_LTX093_SU_T1-R1,1,0,0,0
M_LTX093_SU_T1-R1,2,1,232298,0.232298
M_LTX093_SU_T1-R1,3,18,505992671,505.992671
M_LTX093_SU_T1-R1,4,5,153892106,153.892106
M_LTX093_SU_T1-R1,5,1,16933660,16.93366
M_LTX093_SU_T1-R1,6,4,61659632,61.659632
M_LTX093_SU_T1-R1,7,2,109434722,109.434722
M_LTX093_SU_T1-R1,8,1,287,2.87e-4
M_LTX093_SU_T1-R2,1,0,0,0
M_LTX093_SU_T1-R2,2,7,86795745,86.795745
M_LTX093_SU_T1-R2,3,23,638168695,638.168695
M_LTX093_SU_T1-R2,4,8,124102672,124.102672
M_LTX093_SU_T1-R2,5,2,59303820,59.30382
M_LTX093_SU_T1-R2,6,0,0,0
M_LTX093_SU_T1-R2,7,2,45358754,45.358754
M_LTX093_SU_T1-R2,8,1,287,2.87e-4
M_LTX093_SU_T1-R3,1,1,525734,0.525734
M_LTX093_SU_T1-R3,2,7,75402458,75.402458
M_LTX093_SU_T1-R3,3,3,15873894,15.873894
M_LTX093_SU_T1-R3,4,1,34127027,34.127027
M_LTX093_SU_T1-R3,5,0,0,0
M_LTX093_SU_T1-R3,6,2,234,2.34e-4
M_LTX093_SU_T1-R3,7,1,54515042,54.515042
M_LTX093_SU_T1-R3,8,3,82453943,82.453943
M_LTX093_SU_T1-R4,1,0,0,0
M_LTX093_SU_T1-R4,2,7,61645509,61.645509
M_LTX093_SU_T1-R4,3,19,652601801,652.601801
M_LTX093_SU_T1-R4,4,7,121484233,121.484233
M_LTX093_SU_T1-R4,5,2,22969021,22.969021
M_LTX093_SU_T1-R4,6,4,136059188,136.059188
M_LTX093_SU_T1-R4,7,0,0,0
M_LTX093_SU_T1-R4,8,1,287,2.87e-4
M_LTX118_SU_T1-R1,1,2,4295,0.004295
M_LTX118_SU_T1-R1,2,0,0,0
M_LTX118_SU_T1-R1,3,27,340651297,340.651297
M_LTX118_SU_T1-R1,4,8,88872224,88.872224
M_LTX118_SU_T1-R1,5,5,37165062,37.165062
M_LTX118_SU_T1-R1,6,3,57024037,57.024037
M_LTX118_SU_T1-R1,7,0,0,0
M_LTX118_SU_T1-R1,8,2,146059124,146.059124
M_LTX118_SU_T1-R2,1,1,0,0
M_LTX118_SU_T1-R2,2,2,12302423,12.302423
M_LTX118_SU_T1-R2,3,23,321312202,321.312202
M_LTX118_SU_T1-R2,4,5,90136322,90.136322
M_LTX118_SU_T1-R2,5,2,1338440,1.33844
M_LTX118_SU_T1-R2,6,3,93367729,93.367729
M_LTX118_SU_T1-R2,7,0,0,0
M_LTX118_SU_T1-R2,8,3,146858123,146.858123
M_LTX133_SU_T1-R1,1,0,0,0
M_LTX133_SU_T1-R1,2,0,0,0
M_LTX133_SU_T1-R1,3,8,124595377,124.595377
M_LTX133_SU_T1-R1,4,1,5800130,5.80013
M_LTX133_SU_T1-R1,5,23,980084730,980.08473
M_LTX133_SU_T1-R1,6,4,93769462,93.769462
M_LTX133_SU_T1-R1,7,6,215224866,215.224866
M_LTX133_SU_T1-R1,8,7,97924133,97.924133
M_LTX133_SU_T1-R2,1,2,13111779,13.111779
M_LTX133_SU_T1-R2,2,46,1802653759,1802.653759
M_LTX133_SU_T1-R2,3,8,242748990,242.74899
M_LTX133_SU_T1-R2,4,2,26120677,26.120677
M_LTX133_SU_T1-R2,5,4,55821580,55.82158
M_LTX133_SU_T1-R2,6,1,15981876,15.981876
M_LTX133_SU_T1-R2,7,0,0,0
M_LTX133_SU_T1-R2,8,0,0,0
M_LTX133_SU_T1-R3,1,1,8749634,8.749634
M_LTX133_SU_T1-R3,2,11,188870406,188.870406
M_LTX133_SU_T1-R3,3,15,837716480,837.71648
M_LTX133_SU_T1-R3,4,3,138015198,138.015198
M_LTX133_SU_T1-R3,5,2,24910220,24.91022
M_LTX133_SU_T1-R3,6,2,11645749,11.645749
M_LTX133_SU_T1-R3,7,3,61368164,61.368164
M_LTX133_SU_T1-R3,8,0,0,0
M_LTX133_SU_T1-R4,1,0,0,0
M_LTX133_SU_T1-R4,2,16,241329435,241.329435
M_LTX133_SU_T1-R4,3,25,1033304480,1033.30448
M_LTX133_SU_T1-R4,4,10,271742722,271.742722
M_LTX133_SU_T1-R4,5,1,11001327,11.001327
M_LTX133_SU_T1-R4,6,2,41387354,41.387354
M_LTX133_SU_T1-R4,7,2,20625232,20.625232
M_LTX133_SU_T1-R4,8,0,0,0
M_LTX133_SU_T1-R5,1,0,0,0
M_LTX133_SU_T1-R5,2,15,212382340,212.38234
M_LTX133_SU_T1-R5,3,26,1084951657,1084.951657
M_LTX133_SU_T1-R5,4,9,239679986,239.679986
M_LTX133_SU_T1-R5,5,2,11645749,11.645749
M_LTX133_SU_T1-R5,6,1,4643356,4.643356
M_LTX133_SU_T1-R5,7,2,56724808,56.724808
M_LTX133_SU_T1-R5,8,0,0,0
M_LTX133_SU_T1-R6,1,0,0,0
M_LTX133_SU_T1-R6,2,14,210424951,210.424951
M_LTX133_SU_T1-R6,3,29,1139699031,1139.699031
M_LTX133_SU_T1-R6,4,11,269922691,269.922691
M_LTX133_SU_T1-R6,5,1,644422,0.644422
M_LTX133_SU_T1-R6,6,3,61368164,61.368164
M_LTX133_SU_T1-R6,7,0,0,0
M_LTX133_SU_T1-R6,8,0,0,0
M_LTX133_SU_T1-R7,1,0,0,0
M_LTX133_SU_T1-R7,2,0,0,0
M_LTX133_SU_T1-R7,3,12,172219616,172.219616
M_LTX133_SU_T1-R7,4,1,1958067,1.958067
M_LTX133_SU_T1-R7,5,28,1055318699,1055.318699
M_LTX133_SU_T1-R7,6,2,76200048,76.200048
M_LTX133_SU_T1-R7,7,8,198438521,198.438521
M_LTX133_SU_T1-R7,8,5,73013913,73.013913
M_LTX142_SU_T1-R1,1,1,181,1.81e-4
M_LTX142_SU_T1-R1,2,0,0,0
M_LTX142_SU_T1-R1,3,15,168350270,168.35027
M_LTX142_SU_T1-R1,4,4,73562263,73.562263
M_LTX142_SU_T1-R1,5,2,53632815,53.632815
M_LTX142_SU_T1-R1,6,3,39157366,39.157366
M_LTX142_SU_T1-R1,7,2,2370792,2.370792
M_LTX142_SU_T1-R1,8,6,143018474,143.018474
M_LTX142_SU_T1-R2,1,0,0,0
M_LTX142_SU_T1-R2,2,1,181,1.81e-4
M_LTX142_SU_T1-R2,3,14,164469109,164.469109
M_LTX142_SU_T1-R2,4,9,78794933,78.794933
M_LTX142_SU_T1-R2,5,3,53946075,53.946075
M_LTX142_SU_T1-R2,6,5,39547295,39.547295
M_LTX142_SU_T1-R2,7,1,129435,0.129435
M_LTX142_SU_T1-R2,8,4,144848613,144.848613
M_LTX149_SU_T1-R1,1,0,0,0
M_LTX149_SU_T1-R1,2,19,495149000,495.149
M_LTX149_SU_T1-R1,3,10,70381591,70.381591
M_LTX149_SU_T1-R1,4,1,1181218,1.181218
M_LTX149_SU_T1-R1,5,0,0,0
M_LTX149_SU_T1-R1,6,0,0,0
M_LTX149_SU_T1-R1,7,0,0,0
M_LTX149_SU_T1-R1,8,0,0,0
M_LTX149_SU_T1-R2,1,0,0,0
M_LTX149_SU_T1-R2,2,20,489526566,489.526566
M_LTX149_SU_T1-R2,3,5,45141306,45.141306
M_LTX149_SU_T1-R2,4,0,0,0
M_LTX149_SU_T1-R2,5,0,0,0
M_LTX149_SU_T1-R2,6,0,0,0
M_LTX149_SU_T1-R2,7,0,0,0
M_LTX149_SU_T1-R2,8,0,0,0
M_LTX149_SU_T1-R3,1,0,0,0
M_LTX149_SU_T1-R3,2,19,473304171,473.304171
M_LTX149_SU_T1-R3,3,10,85939205,85.939205
M_LTX149_SU_T1-R3,4,0,0,0
M_LTX149_SU_T1-R3,5,0,0,0
M_LTX149_SU_T1-R3,6,0,0,0
M_LTX149_SU_T1-R3,7,0,0,0
M_LTX149_SU_T1-R3,8,0,0,0
M_LTX149_SU_T1-R4,1,0,0,0
M_LTX149_SU_T1-R4,2,18,498807574,498.807574
M_LTX149_SU_T1-R4,3,7,45121248,45.121248
M_LTX149_SU_T1-R4,4,0,0,0
M_LTX149_SU_T1-R4,5,0,0,0
M_LTX149_SU_T1-R4,6,0,0,0
