number_of_fragments,minimum_size_bp,first_quartile_size_bp,median_size_bp,mean_size_bp,third_quartile_size_bp,maximum_size_bp,zero_length_fragments
16525,0,816786,5834415,17874806.513040993,24762697,202666200,339
